SampleID_Tara	SampleID_NCBI	SampleID_SRA	Station label	Event label	Environmental feature	"Depth, nominal"	"Depth, top/min"	"Depth, bottom/max"	"Size fraction, lower threshold"	"Size fraction, upper threshold"	Sample material	Sample method	Sample code/label	File name	Distance	Duration(ISO)	Number of observations	Nitrite	Nitrite_1	Nitrite_2	Nitrite_3	Nitrite_4	Phosphate	Phosphate_1	Phosphate_2	Phosphate_3	Phosphate_4	Nitrate and Nitrite	Nitrate and Nitrite_1	Nitrate and Nitrite_2	Nitrate and Nitrite_3	Nitrate and Nitrite_4	Silicate	Silicate_1	Silicate_2	Silicate_3	Silicate_4
TARA_B100000683	SAMEA2622710	ERS492733	TARA_123	TARA_20110731T1720Z_123_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.22	3	TARA_123_SRF_0.22-3	SEQ-(10L-or-15min)_W0.22-3	TARA_20110731T1720Z_123_EVENT_PUMP_SRF_(5m)_SEQ-(10L-or-15min)_W0.22-3_B100000683	"tara_20110731t1725z_123_event_cast,tara_20110731t2007z_123_event_cast"	0.11502-0.71357	P00DT00H04M	1	0.14425	0.14425	0.14425	0.14425	0.14425	0.53495	0.53495	0.53495	0.53495	0.53495	4.9015	4.9015	4.9015	4.9015	4.9015	2.2205	2.2205	2.2205	2.2205	2.2205
TARA_B100000700	SAMEA2622690	ERS492699	TARA_122	TARA_20110728T1718Z_122_Combined-EVENTS_CAST	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	115	112	117	0.22	3	TARA_122_DCM_0.22-3	SEQ-(10L-or-15min)_W0.22-3	TARA_20110728T1718Z_122_Combined-EVENTS_CAST_DCM_(115m)_SEQ-(10L-or-15min)_W0.22-3_B100000700	"tara_20110726t2114z_122_event_cast,tara_20110726t1739z_122_event_cast"	6.9563-8.2893	P01DT20H02M	2	0.084833	0.084833	0.092792	0.10075	0.10075	0.580417	0.580417	0.582933	0.58545	0.58545	2.557	2.557	2.67775	2.7985	2.7985	1.8015	1.8015	1.907042	2.012583	2.012583
TARA_B100000678	SAMEA2622673	ERS492680	TARA_122	TARA_20110727T1932Z_122_Combined-EVENTS_CAST	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	600	598	602	0.22	3	TARA_122_MES_0.22-3	SEQ-(10L-or-15min)_W0.22-3	TARA_20110727T1932Z_122_Combined-EVENTS_CAST_MES_(600m)_SEQ-(10L-or-15min)_W0.22-3_B100000678	"tara_20110726t2114z_122_event_cast,tara_20110726t1739z_122_event_cast"	3.4432-4.8663	P00DT22H15M	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_B100001115	SAMEA2622652	ERS492642	TARA_122	TARA_20110726T1710Z_122_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.22	3	TARA_122_SRF_0.22-3	SEQ-(10L-or-15min)_W0.22-3	TARA_20110726T1710Z_122_EVENT_PUMP_SRF_(5m)_SEQ-(10L-or-15min)_W0.22-3_B100001115	"tara_20110726t1739z_122_event_cast,tara_20110726t2114z_122_event_cast"	0.62988-2.0075	P00DT00H24M	1	0.11925	0.11925	0.11925	0.11925	0.11925	0.56795	0.56795	0.56795	0.56795	0.56795	5.456	5.456	5.456	5.456	5.456	2.1905	2.1905	2.1905	2.1905	2.1905
TARA_B100000949	SAMEA2622568	ERS492471	TARA_112	TARA_20110615T1845Z_112_Combined-EVENTS_CAST	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	696	691	700	0.22	3	TARA_112_MES_0.22-3	SEQ-(100L)_W0.22-3	TARA_20110615T1845Z_112_Combined-EVENTS_CAST_MES_(696m)_SEQ-(100L)_W0.22-3_B100000949	"tara_20110614t2106z_112_event_cast,tara_20110614t1700z_112_event_cast"	9.6489-21.7485	P00DT21H39M	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_B100000945	SAMEA2622545	ERS492445	TARA_112	TARA_20110615T0059Z_112_Combined-EVENTS_CAST	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	155	151	160	0.22	3	TARA_112_DCM_0.22-3	SEQ-(100L)_W0.22-3	TARA_20110615T0059Z_112_Combined-EVENTS_CAST_DCM_(155m)_SEQ-(100L)_W0.22-3_B100000945	"tara_20110614t2106z_112_event_cast,tara_20110614t1700z_112_event_cast"	1.3252-12.7156	P00DT03H51M	2	0.0025	0.0025	0.014	0.0255	0.0255	0.109	0.109	0.1145	0.12	0.12	0.0205	0.0205	0.04175	0.063	0.063	0.6795	0.6795	0.6935	0.7075	0.7075
TARA_B100000941	SAMEA2622518	ERS492408	TARA_112	TARA_20110614T1645Z_112_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.22	3	TARA_112_SRF_0.22-3	SEQ-(100L)_W0.22-3	TARA_20110614T1645Z_112_EVENT_PUMP_SRF_(5m)_SEQ-(100L)_W0.22-3_B100000941	"tara_20110614t1700z_112_event_cast,tara_20110614t2106z_112_event_cast"	0.040252-12.5559	P00DT00H09M	2	0.007	0.007	0.0075	0.008	0.008	0.142	0.142	0.14225	0.1425	0.1425	0.021	0.021	0.02525	0.0295	0.0295	0.7255	0.7255	0.7425	0.7595	0.7595
TARA_B100000586	SAMEA2622499	ERS492381	TARA_111	TARA_20110601T1603Z_111_Combined-EVENTS_CAST	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	350	346	355	0.22	3	TARA_111_MES_0.22-3	SEQ-(100L)_W0.22-3	TARA_20110601T1603Z_111_Combined-EVENTS_CAST_MES_(350m)_SEQ-(100L)_W0.22-3_B100000586	"tara_20110531t1803z_111_event_cast,tara_20110531t1416z_111_event_cast"	4.5711-4.5814	P00DT22H00M	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_B100000579	SAMEA2622478	ERS492357	TARA_111	TARA_20110531T2030Z_111_Combined-EVENTS_CAST	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	90	86	95	0.22	3	TARA_111_DCM_0.22-3	SEQ-(10L-or-15min)_W0.22-3	TARA_20110531T2030Z_111_Combined-EVENTS_CAST_DCM_(90m)_SEQ-(10L-or-15min)_W0.22-3_B100000579	"tara_20110531t1803z_111_event_cast,tara_20110531t1416z_111_event_cast"	4.1266-4.776	P00DT02H28M	3	0.0835	0.113375	0.203	0.536375	0.6475	0.4375	0.438875	0.443	0.4505	0.453	0.931	1.003625	1.2215	1.461875	1.542	0.829	0.853875	0.9285	0.93075	0.9315
TARA_B100000575	SAMEA2622452	ERS492321	TARA_111	TARA_20110531T1425Z_111_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.22	3	TARA_111_SRF_0.22-3	SEQ-(10L-or-15min)_W0.22-3	TARA_20110531T1425Z_111_EVENT_PUMP_SRF_(5m)_SEQ-(10L-or-15min)_W0.22-3_B100000575	"tara_20110531t1416z_111_event_cast,tara_20110531t1803z_111_event_cast"	0.35233-8.5493	P00DT00H12M	1	0.0415	0.0415	0.0415	0.0415	0.0415	0.5	0.5	0.5	0.5	0.5	2.676	2.676	2.676	2.676	2.676	1.0325	1.0325	1.0325	1.0325	1.0325
TARA_B100001079	SAMEA2622429	ERS492294	TARA_110	TARA_20110522T1320Z_110_Combined-EVENTS_CAST	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	380	376	385	0.22	3	TARA_110_MES_0.22-3	SEQ-(100L)_W0.22-3	TARA_20110522T1320Z_110_Combined-EVENTS_CAST_MES_(380m)_SEQ-(100L)_W0.22-3_B100001079	"tara_20110521t2002z_110_event_cast,tara_20110521t1240z_110_event_cast"	3.8406-13.4767	P00DT17H21M	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_B100001113	SAMEA2622402	ERS492264	TARA_110	TARA_20110521T2100Z_110_EVENT_PUMP	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	50	48	52	0.22	3	TARA_110_DCM_0.22-3	SEQ-(100L)_W0.22-3	TARA_20110521T2100Z_110_EVENT_PUMP_DCM_(50m)_SEQ-(100L)_W0.22-3_B100001113	"tara_20110521t2002z_110_event_cast,tara_20110521t1240z_110_event_cast"	2.8544-12.7625	P00DT01H01M	3	0.346	0.363	0.414	0.57375	0.627	0.828	0.853375	0.9295	1.013125	1.041	9.262	9.62175	10.701	11.64225	11.956	4.889	5.0185	5.407	5.82025	5.958
TARA_B100001109	SAMEA2622376	ERS492228	TARA_110	TARA_20110521T1227Z_110_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.22	3	TARA_110_SRF_0.22-3	SEQ-(100L)_W0.22-3	TARA_20110521T1227Z_110_EVENT_PUMP_SRF_(5m)_SEQ-(100L)_W0.22-3_B100001109	"tara_20110521t1240z_110_event_cast,tara_20110521t2002z_110_event_cast"	0.4838-10.3855	P00DT00H10M	2	0.307	0.307	0.31925	0.3315	0.3315	0.751	0.751	0.77275	0.7945	0.7945	8.243	8.243	8.287	8.331	8.331	3.8555	3.8555	3.8635	3.8715	3.8715
TARA_B100000929	SAMEA2622362	ERS492205	TARA_109	TARA_20110513T1617Z_109_Combined-EVENTS_CAST	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	380	378	382	0.22	3	TARA_109_MES_0.22-3	SEQ-(10L-or-15min)_W0.22-3	TARA_20110513T1617Z_109_Combined-EVENTS_CAST_MES_(380m)_SEQ-(10L-or-15min)_W0.22-3_B100000929	"tara_20110512t1855z_109_event_cast,tara_20110512t1345z_109_event_cast"	3.0444-8.3747	P00DT21H15M	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_B100000927	SAMEA2622336	ERS492177	TARA_109	TARA_20110512T2215Z_109_EVENT_PUMP	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	30	28	32	0.22	3	TARA_109_DCM_0.22-3	SEQ-(10L-or-15min)_W0.22-3	TARA_20110512T2215Z_109_EVENT_PUMP_DCM_(30m)_SEQ-(10L-or-15min)_W0.22-3_B100000927	"tara_20110512t1855z_109_event_cast,tara_20110512t1345z_109_event_cast"	2.1915-4.7915	P00DT03H22M	3	0.0895	0.094875	0.111	0.12525	0.13	0.48625	0.490875	0.50475	0.551625	0.56725	3.7445	3.967875	4.638	5.22975	5.427	2.794	2.90175	3.225	3.552	3.661
TARA_B100000925	SAMEA2622316	ERS492145	TARA_109	TARA_20110512T1400Z_109_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.22	3	TARA_109_SRF_0.22-3	SEQ-(10L-or-15min)_W0.22-3	TARA_20110512T1400Z_109_EVENT_PUMP_SRF_(5m)_SEQ-(10L-or-15min)_W0.22-3_B100000925	"tara_20110512t1345z_109_event_cast,tara_20110512t1855z_109_event_cast"	0.002618-5.5417	P00DT00H21M	2	0.0455	0.0455	0.0455	0.0455	0.0455	0.2865	0.2865	0.2865	0.2865	0.2865	0.8935	0.8935	0.8935	0.8935	0.8935	1.7085	1.7085	1.7085	1.7085	1.7085
TARA_B100000902	SAMEA2622219	ERS492012	TARA_102	TARA_20110422T2113Z_102_EVENT_PUMP	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	40	38	42	0.22	3	TARA_102_DCM_0.22-3	SEQ-(10L-or-15min)_W0.22-3	TARA_20110422T2113Z_102_EVENT_PUMP_DCM_(40m)_SEQ-(10L-or-15min)_W0.22-3_B100000902	"tara_20110422t1953z_102_event_cast,tara_20110422t1517z_102_event_cast,tara_20110421t2019z_102_event_cast"	2.7093-12.5221	P00DT01H21M	1	1.202	1.202	1.202	1.202	1.202	1.8615	1.8615	1.8615	1.8615	1.8615	24.3645	24.3645	24.3645	24.3645	24.3645	10.5045	10.5045	10.5045	10.5045	10.5045
TARA_B100000953	SAMEA2622197	ERS491980	TARA_102	TARA_20110422T1210Z_102_Combined-EVENTS_CAST	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	480	478	482	0.22	3	TARA_102_MES_0.22-3	SEQ-(10L-or-15min)_W0.22-3	TARA_20110422T1210Z_102_Combined-EVENTS_CAST_MES_(480m)_SEQ-(10L-or-15min)_W0.22-3_B100000953	"tara_20110422t1517z_102_event_cast,tara_20110422t1953z_102_event_cast,tara_20110421t2019z_102_event_cast"	1.2233-8.98	P00DT03H05M	1	0.014	0.014	0.014	0.014	0.014	2.853	2.853	2.853	2.853	2.853	39.1775	39.1775	39.1775	39.1775	39.1775	40.579	40.579	40.579	40.579	40.579
TARA_B100000900	SAMEA2622173	ERS491938	TARA_102	TARA_20110421T2007Z_102_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.22	3	TARA_102_SRF_0.22-3	SEQ-(10L-or-15min)_W0.22-3	TARA_20110421T2007Z_102_EVENT_PUMP_SRF_(5m)_SEQ-(10L-or-15min)_W0.22-3_B100000900	"tara_20110421t2019z_102_event_cast,tara_20110422t1517z_102_event_cast,tara_20110422t1953z_102_event_cast"	0.72016-10.5457	P00DT00H09M	2	0.3165	0.3165	0.3285	0.3405	0.3405	1.0035	1.0035	1.02575	1.048	1.048	12.573	12.573	12.8225	13.072	13.072	4.9905	4.9905	5.04425	5.098	5.098
TARA_B100000959	SAMEA2622149	ERS491913	TARA_100	TARA_20110416T1306Z_100_Combined-EVENTS_CAST	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	177	174	180	0.22	3	TARA_100_DCM_0.22-3	SEQ-(10L-or-15min)_W0.22-3	TARA_20110416T1306Z_100_Combined-EVENTS_CAST_DCM_(177m)_SEQ-(10L-or-15min)_W0.22-3_B100000959	"tara_20110416t1306z_100_event_cast,tara_20110415t1312z_100_event_cast,tara_20110415t0122z_100_event_cast"	0.005172-4.4128	P00DT00H00M	2	0.131	0.131	0.131	0.131	0.131	2.68675	2.68675	2.68675	2.68675	2.68675	23.251	23.251	23.251	23.251	23.251	20.9015	20.9015	20.9015	20.9015	20.9015
TARA_B100000965	SAMEA2622119	ERS491874	TARA_100	TARA_20110415T1938Z_100_EVENT_PUMP	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	50	48	52	0.22	3	TARA_100_DCM_0.22-3	SEQ-(10L-or-15min)_W0.22-3	TARA_20110415T1938Z_100_EVENT_PUMP_DCM_(50m)_SEQ-(10L-or-15min)_W0.22-3_B100000965	"tara_20110415t1312z_100_event_cast,tara_20110416t1306z_100_event_cast,tara_20110415t0122z_100_event_cast"	1.4297-3.7993	P00DT06H27M	1	0.1635	0.1635	0.1635	0.1635	0.1635	0.7785	0.7785	0.7785	0.7785	0.7785	5.6545	5.6545	5.6545	5.6545	5.6545	1.8815	1.8815	1.8815	1.8815	1.8815
TARA_B100000963	SAMEA2622097	ERS491836	TARA_100	TARA_20110415T1245Z_100_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.22	3	TARA_100_SRF_0.22-3	SEQ-(10L-or-15min)_W0.22-3	TARA_20110415T1245Z_100_EVENT_PUMP_SRF_(5m)_SEQ-(10L-or-15min)_W0.22-3_B100000963	"tara_20110415t1312z_100_event_cast,tara_20110415t0122z_100_event_cast,tara_20110416t1306z_100_event_cast"	1.3546-5.7237	P00DT00H25M	2	0.137	0.137	0.137	0.137	0.137	0.677	0.677	0.67725	0.6775	0.6775	6.156	6.156	6.1625	6.169	6.169	1.1445	1.1445	1.15025	1.156	1.156
TARA_B100000886	SAMEA2622074	ERS491804	TARA_099	TARA_20110409T1356Z_099_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.22	3	TARA_099_SRF_0.22-3	SEQ-(100L)_W0.22-3	TARA_20110409T1356Z_099_EVENT_PUMP_SRF_(5m)_SEQ-(100L)_W0.22-3_B100000886	"tara_20110409t1412z_099_event_cast,tara_20110409t1935z_099_event_cast"	0.5844-12.2437	P00DT00H13M	2	0.002	0.002	0.006	0.01	0.01	0.2895	0.2895	0.2975	0.3055	0.3055	0.0275	0.0275	0.0315	0.0355	0.0355	0.553	0.553	0.558	0.563	0.563
TARA_B100001013	SAMEA2622048	ERS491767	TARA_098	TARA_20110404T1359Z_098_Combined-EVENTS_CAST	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	488	475	500	0.22	3	TARA_098_MES_0.22-3	SEQ-(100L)_W0.22-3	TARA_20110404T1359Z_098_Combined-EVENTS_CAST_MES_(488m)_SEQ-(100L)_W0.22-3_B100001013	"tara_20110404t1507z_098_event_cast,tara_20110405t0239z_098_event_cast,tara_20110403t1813z_098_event_cast"	1.4971-15.2892	P00DT01H10M	1	0	0	0	0	0	2.023	2.023	2.023	2.023	2.023	27.2885	27.2885	27.2885	27.2885	27.2885	12.05	12.05	12.05	12.05	12.05
TARA_B100001029	SAMEA2622021	ERS491740	TARA_098	TARA_20110403T2150Z_098_Combined-EVENTS_CAST	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	188	175	200	0.22	3	TARA_098_DCM_0.22-3	SEQ-(100L)_W0.22-3	TARA_20110403T2150Z_098_Combined-EVENTS_CAST_DCM_(188m)_SEQ-(100L)_W0.22-3_B100001029	"tara_20110403t1813z_098_event_cast,tara_20110404t1507z_098_event_cast,tara_20110405t0239z_098_event_cast"	3.0676-10.9772	P00DT03H39M	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_B100001027	SAMEA2621990	ERS491699	TARA_098	TARA_20110403T1344Z_098_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.22	3	TARA_098_SRF_0.22-3	SEQ-(100L)_W0.22-3	TARA_20110403T1344Z_098_EVENT_PUMP_SRF_(5m)_SEQ-(100L)_W0.22-3_B100001027	"tara_20110403t1813z_098_event_cast,tara_20110404t1507z_098_event_cast,tara_20110405t0239z_098_event_cast"	1.5219-13.2335	P00DT04H26M	3	5.00E-04	5.00E-04	0.000563	0.000625	0.000625	0.17925	0.17925	0.1815	0.18375	0.18375	0.0465	0.0465	0.05125	0.056	0.056	0.3775	0.3775	0.385875	0.39425	0.39425
TARA_B100000989	SAMEA2621859	ERS491525	TARA_096	TARA_20110324T1300Z_096_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.22	3	TARA_096_SRF_0.22-3	SEQ-(100L)_W0.22-3	TARA_20110324T1300Z_096_EVENT_PUMP_SRF_(5m)_SEQ-(100L)_W0.22-3_B100000989	"tara_20110324t1301z_096_event_cast,tara_20110324t1634z_096_event_cast"	0.004906-11.9208	P00DT00H07M	1	0	0	0	0	0	0.1575	0.1575	0.1575	0.1575	0.1575	NA	NA	NA	NA	NA	0.5305	0.5305	0.5305	0.5305	0.5305
TARA_B100001057	SAMEA2621839	ERS491492	TARA_094	TARA_20110318T1157Z_094_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.22	3	TARA_094_SRF_0.22-3	SEQ-(100L)_W0.22-3	TARA_20110318T1157Z_094_EVENT_PUMP_SRF_(5m)_SEQ-(100L)_W0.22-3_B100001057	"tara_20110318t1211z_094_event_cast,tara_20110318t1624z_094_event_cast"	0.48979-3.5565	P00DT00H12M	2	0	0	0.001	0.003	0.003	0.209	0.209	0.2425	0.276	0.276	0.028	0.028	0.029	0.03	0.03	0.088	0.088	0.103	0.118	0.118
TARA_B100001059	SAMEA2621812	ERS491463	TARA_093	TARA_20110312T1937Z_093_Combined-EVENTS_CAST	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	35	33	37	0.22	3	TARA_093_DCM_0.22-3	SEQ-(100L)_W0.22-3	TARA_20110312T1937Z_093_Combined-EVENTS_CAST_DCM_(35m)_SEQ-(100L)_W0.22-3_B100001059	"tara_20110312t1637z_093_event_cast,tara_20110312t1154z_093_event_cast,tara_20110313t1648z_093_event_cast"	8.4814-17.693	P00DT03H00M	3	0.3495	0.3495	0.359	0.3685	0.3685	1.0365	1.0365	1.08725	1.138	1.138	5.9555	5.9555	6.80275	7.65	7.65	0.3515	0.3515	0.46	0.5685	0.5685
TARA_B100001063	SAMEA2621779	ERS491421	TARA_093	TARA_20110312T1134Z_093_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.22	3	TARA_093_SRF_0.22-3	SEQ-(100L)_W0.22-3	TARA_20110312T1134Z_093_EVENT_PUMP_SRF_(5m)_SEQ-(100L)_W0.22-3_B100001063	"tara_20110312t1154z_093_event_cast,tara_20110312t1637z_093_event_cast,tara_20110313t1648z_093_event_cast"	0.96969-10.0898	P00DT00H15M	4	0.0375	0.0375	0.03975	0.042	0.042	0.5155	0.5155	0.52125	0.527	0.527	0.209	0.209	0.2115	0.214	0.214	0.1105	0.1105	0.1445	0.1785	0.1785
TARA_B100000809	SAMEA2621551	ERS491110	TARA_085	TARA_20110107T1041Z_085_Combined-EVENTS_CAST	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	790	782	800	0.22	3	TARA_085_MES_0.22-3	SEQ-(100L)_W0.22-3	TARA_20110107T1041Z_085_Combined-EVENTS_CAST_MES_(790m)_SEQ-(100L)_W0.22-3_B100000809	"tara_20110106t1718z_085_event_cast,tara_20110106t1030z_085_event_cast"	7.5766-27.1732	P00DT17H23M	1	0.018	0.018	0.018	0.018	0.018	2.614	2.614	2.614	2.614	2.614	36.37	36.37	36.37	36.37	36.37	83.35	83.35	83.35	83.35	83.35
TARA_B100000795	SAMEA2621536	ERS491095	TARA_085	TARA_20110106T1936Z_085_Combined-EVENTS_CAST	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	90	80	98	0.22	3	TARA_085_DCM_0.22-3	SEQ-(10L-or-15min)_W0.22-3	TARA_20110106T1936Z_085_Combined-EVENTS_CAST_DCM_(90m)_SEQ-(10L-or-15min)_W0.22-3_B100000795	"tara_20110106t1718z_085_event_cast,tara_20110106t1030z_085_event_cast"	4.8155-26.8588	P00DT02H18M	3	0.06	0.06	0.06	0.0615	0.062	2.281	2.288	2.309	2.32175	2.326	30.44	30.58	31	31.33	31.44	77.13	78.3025	81.82	82.6975	82.99
TARA_B100000787	SAMEA2621509	ERS491044	TARA_085	TARA_20110106T1038Z_085_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.22	3	TARA_085_SRF_0.22-3	SEQ-(10L-or-15min)_W0.22-3	TARA_20110106T1038Z_085_EVENT_PUMP_SRF_(5m)_SEQ-(10L-or-15min)_W0.22-3_B100000787	"tara_20110106t1030z_085_event_cast,tara_20110106t1718z_085_event_cast"	0.62954-21.6469	P00DT00H11M	2	0.104	0.104	0.1055	0.107	0.107	2.1	2.1	2.1055	2.111	2.111	28.5	28.5	28.64	28.78	28.78	79.52	79.52	80.55	81.58	81.58
TARA_B100000780	SAMEA2621487	ERS491001	TARA_084	TARA_20110103T1105Z_084_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.22	3	TARA_084_SRF_0.22-3	SEQ-(10L-or-15min)_W0.22-3	TARA_20110103T1105Z_084_EVENT_PUMP_SRF_(5m)_SEQ-(10L-or-15min)_W0.22-3_B100000780	"tara_20110103t1117z_084_event_cast,tara_20110103t1842z_084_event_cast"	0.43015-22.8749	P00DT00H05M	1	0.266	0.266	0.266	0.266	0.266	1.723	1.723	1.723	1.723	1.723	25.3	25.3	25.3	25.3	25.3	16.55	16.55	16.55	16.55	16.55
TARA_B100000767	SAMEA2621423	ERS490928	TARA_082	TARA_20101206T1858Z_082_EVENT_PUMP	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	40	38	42	0.22	3	TARA_082_DCM_0.22-3	SEQ-(10L-or-15min)_W0.22-3	TARA_20101206T1858Z_082_EVENT_PUMP_DCM_(40m)_SEQ-(10L-or-15min)_W0.22-3_B100000767	"tara_20101206t1639z_082_event_cast,tara_20101206t1026z_082_event_cast"	8.775-26.5207	P00DT02H20M	2	0.102	0.102	0.1185	0.135	0.135	1.296	1.296	1.356	1.416	1.416	17.98	17.98	18.525	19.07	19.07	2.244	2.244	2.661	3.078	3.078
TARA_B100000768	SAMEA2621401	ERS490885	TARA_082	TARA_20101206T1033Z_082_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.22	3	TARA_082_SRF_0.22-3	SEQ-(10L-or-15min)_W0.22-3	TARA_20101206T1033Z_082_EVENT_PUMP_SRF_(5m)_SEQ-(10L-or-15min)_W0.22-3_B100000768	"tara_20101206t1026z_082_event_cast,tara_20101206t1639z_082_event_cast"	0.4052-17.6728	P00DT00H07M	2	0.141	0.141	0.146	0.151	0.151	1.301	1.301	1.302	1.303	1.303	17.86	17.86	18.005	18.15	18.15	1.824	1.824	1.945	2.066	2.066
TARA_B100000745	SAMEA2621287	ERS490714	TARA_078	TARA_20101105T1235Z_078_Combined-EVENTS_CAST	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	800	798	802	0.22	3	TARA_078_MES_0.22-3	SEQ-(100L)_W0.22-3	TARA_20101105T1235Z_078_Combined-EVENTS_CAST_MES_(800m)_SEQ-(100L)_W0.22-3_B100000745	"tara_20101104t1708z_078_event_cast,tara_20101104t1024z_078_event_cast"	1.0054-3.2038	P00DT19H26M	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_B100000530	SAMEA2621272	ERS490691	TARA_078	TARA_20101104T1816Z_078_Combined-EVENTS_CAST	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	120	118	122	0.22	3	TARA_078_DCM_0.22-3	SEQ-(100L)_W0.22-3	TARA_20101104T1816Z_078_Combined-EVENTS_CAST_DCM_(120m)_SEQ-(100L)_W0.22-3_B100000530	"tara_20101104t1708z_078_event_cast,tara_20101104t1024z_078_event_cast"	1.2973-2.1901	P00DT01H09M	1	0.053	0.053	0.053	0.053	0.053	0	0	0	0	0	0.104	0.104	0.104	0.104	0.104	0.319	0.319	0.319	0.319	0.319
TARA_B100000524	SAMEA2621254	ERS490659	TARA_078	TARA_20101104T1015Z_078_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.22	3	TARA_078_SRF_0.22-3	SEQ-(10L-or-15min)_W0.22-3	TARA_20101104T1015Z_078_EVENT_PUMP_SRF_(5m)_SEQ-(10L-or-15min)_W0.22-3_B100000524	"tara_20101104t1024z_078_event_cast,tara_20101104t1708z_078_event_cast"	0.16125-3.5701	P00DT00H00M	2	0	0	0	0	0	0	0	0	0.016	0.016	0.017	0.017	0.026	0.035	0.035	0.481	0.481	0.749	1.017	1.017
TARA_B100000749	SAMEA2621232	ERS490633	TARA_076	TARA_20101017T0905Z_076_Combined-EVENTS_CAST	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	800	798	802	0.22	3	TARA_076_MES_0.22-3	SEQ-(100L)_W0.22-3	TARA_20101017T0905Z_076_Combined-EVENTS_CAST_MES_(800m)_SEQ-(100L)_W0.22-3_B100000749	"tara_20101016t1415z_076_event_cast,tara_20101016t1009z_076_event_cast"	1.9965-16.5492	P00DT18H51M	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
