Sample_event_ID,Archive_ID,cruise_name,station,cast,start_ ISO_DateTime,Year,Month,Day,timeutc,lon,lat,depth_max,pres_max,Date,HOT_summary_file_name,parameters,num_bottles,section,nav_code,depth_hgt,EXPOCODE,Ship,comments,CTDPRS,CTDTMP,CTDSAL,CTDOXY,CHLPIG,NUMBER,QUALT1,inferred_depth
S_E_4,SAMN07137008,HOT160,2,4, 2004-06-15T20:57:00Z,2004,6,15,2057,-158.001,22.7487,4729,1022,61504,http://dmoserv3.bco-dmo.org/jg/serv/BCO-DMO/HOT/ctd.flat1?HOT_summary_file_name%20eq%20cruise.summaries/hot160.sum,1,14,PRS2,GPS,3716, 33KI160_1, 33KI160/1, Dual T; C sensors,126,22.9145,35.2823,204.9,0.7479,108,222192,125.171
S_E_4,SAMN07137009,HOT160,2,4, 2004-06-15T20:57:00Z,2004,6,15,2057,-158.001,22.7487,4729,1022,61504,http://dmoserv3.bco-dmo.org/jg/serv/BCO-DMO/HOT/ctd.flat1?HOT_summary_file_name%20eq%20cruise.summaries/hot160.sum,1,14,PRS2,GPS,3716, 33KI160_1, 33KI160/1, Dual T; C sensors,176,21.2815,35.3301,213.5,0.1647,60,222192,174.82
S_E_5,SAMN07137010,HOT162,2,4, 2004-08-15T21:24:00Z,2004,8,15,2124,-158.004,22.7517,4725,1022,81504,http://dmoserv3.bco-dmo.org/jg/serv/BCO-DMO/HOT/ctd.flat1?HOT_summary_file_name%20eq%20cruise.summaries/hot162.sum,1,18,PRS2,GPS,3712, 33KI162_1, 33KI162/1, Dual T; C sensors,6,26.8642,34.8549,203.4,0.0858,108,222192,5.96224
S_E_5,SAMN07137011,HOT162,2,4, 2004-08-15T21:24:00Z,2004,8,15,2124,-158.004,22.7517,4725,1022,81504,http://dmoserv3.bco-dmo.org/jg/serv/BCO-DMO/HOT/ctd.flat1?HOT_summary_file_name%20eq%20cruise.summaries/hot162.sum,1,18,PRS2,GPS,3712, 33KI162_1, 33KI162/1, Dual T; C sensors,100,21.4961,35.2755,212.6,0.7594,84,222192,99.3481
S_E_5,SAMN07137012,HOT162,2,4, 2004-08-15T21:24:00Z,2004,8,15,2124,-158.004,22.7517,4725,1022,81504,http://dmoserv3.bco-dmo.org/jg/serv/BCO-DMO/HOT/ctd.flat1?HOT_summary_file_name%20eq%20cruise.summaries/hot162.sum,1,18,PRS2,GPS,3712, 33KI162_1, 33KI162/1, Dual T; C sensors,176,17.5794,34.7873,192.4,0.0943,60,222192,174.82
S_E_6,SAMN07137013,HOT163,2,4, 2004-09-28T21:26:00Z,2004,9,28,2126,-158,22.7493,4730,1022,92804,http://dmoserv3.bco-dmo.org/jg/serv/BCO-DMO/HOT/ctd.flat1?HOT_summary_file_name%20eq%20cruise.summaries/hot163.sum,1,18,PRS2,GPS,3717, 33KI163_1, 33KI163/1, Dual T; C sensors,6,27.3847,34.8977,200.6,0.0346,84,222192,5.96224
S_E_6,SAMN07137014,HOT163,2,4, 2004-09-28T21:26:00Z,2004,9,28,2126,-158,22.7493,4730,1022,92804,http://dmoserv3.bco-dmo.org/jg/serv/BCO-DMO/HOT/ctd.flat1?HOT_summary_file_name%20eq%20cruise.summaries/hot163.sum,1,18,PRS2,GPS,3717, 33KI163_1, 33KI163/1, Dual T; C sensors,116,21.8169,35.335,210,0.7285,48,222192,115.239
S_E_6,SAMN07137015,HOT163,2,4, 2004-09-28T21:26:00Z,2004,9,28,2126,-158,22.7493,4730,1022,92804,http://dmoserv3.bco-dmo.org/jg/serv/BCO-DMO/HOT/ctd.flat1?HOT_summary_file_name%20eq%20cruise.summaries/hot163.sum,1,18,PRS2,GPS,3717, 33KI163_1, 33KI163/1, Dual T; C sensors,176,18.767,34.9863,201.6,0.0466,48,222192,174.82
S_E_7,SAMN07137016,HOT164,2,11, 2004-10-31T20:57:00Z,2004,10,31,2057,-157.959,22.7203,4718,1022,103104,http://dmoserv3.bco-dmo.org/jg/serv/BCO-DMO/HOT/ctd.flat1?HOT_summary_file_name%20eq%20cruise.summaries/hot164.sum,1,22,PRS2,GPS,3705, 33KI164_1, 33KI164/1, Dual T; C sensors,6,26.0688,35.1377,204.1,0.1311,60,222192,5.96225
S_E_7,SAMN07137017,HOT164,2,11, 2004-10-31T20:57:00Z,2004,10,31,2057,-157.959,22.7203,4718,1022,103104,http://dmoserv3.bco-dmo.org/jg/serv/BCO-DMO/HOT/ctd.flat1?HOT_summary_file_name%20eq%20cruise.summaries/hot164.sum,1,22,PRS2,GPS,3705, 33KI164_1, 33KI164/1, Dual T; C sensors,116,21.6299,35.309,211.7,0.5108,36,222192,115.24
S_E_7,SAMN07137018,HOT164,2,11, 2004-10-31T20:57:00Z,2004,10,31,2057,-157.959,22.7203,4718,1022,103104,http://dmoserv3.bco-dmo.org/jg/serv/BCO-DMO/HOT/ctd.flat1?HOT_summary_file_name%20eq%20cruise.summaries/hot164.sum,1,22,PRS2,GPS,3705, 33KI164_1, 33KI164/1, Dual T; C sensors,176,18.9187,35.003,200.7,0.1407,36,222192,174.821
S_E_8,SAMN07137019,HOT165,2,4, 2004-11-27T20:58:00Z,2004,11,27,2058,-157.977,22.7527,4711,1022,112704,http://dmoserv3.bco-dmo.org/jg/serv/BCO-DMO/HOT/ctd.flat1?HOT_summary_file_name%20eq%20cruise.summaries/hot165.sum,1,20,PRS2,GPS,3698, 33KI165_1, 33KI165/1, Dual T; C sensors,6,26.5188,34.9186,202.5,0.0716,120,222192,5.96224
S_E_8,SAMN07137020,HOT165,2,4, 2004-11-27T20:58:00Z,2004,11,27,2058,-157.977,22.7527,4711,1022,112704,http://dmoserv3.bco-dmo.org/jg/serv/BCO-DMO/HOT/ctd.flat1?HOT_summary_file_name%20eq%20cruise.summaries/hot165.sum,1,20,PRS2,GPS,3698, 33KI165_1, 33KI165/1, Dual T; C sensors,100,21.8696,35.3032,208,0.8903,60,222192,99.3481
S_E_8,SAMN07137021,HOT165,2,4, 2004-11-27T20:58:00Z,2004,11,27,2058,-157.977,22.7527,4711,1022,112704,http://dmoserv3.bco-dmo.org/jg/serv/BCO-DMO/HOT/ctd.flat1?HOT_summary_file_name%20eq%20cruise.summaries/hot165.sum,1,20,PRS2,GPS,3698, 33KI165_1, 33KI165/1, Dual T; C sensors,176,18.401,34.9182,196.1,0.0832,60,222192,174.82
S_E_9,SAMN07137022,HOT166,2,5, 2004-12-20T20:55:00Z,2004,12,20,2055,-157.983,22.7533,4730,1026,122004,http://dmoserv3.bco-dmo.org/jg/serv/BCO-DMO/HOT/ctd.flat1?HOT_summary_file_name%20eq%20cruise.summaries/hot166.sum,1,14,PRS2,GPS,3713, 33KI166_1, 33KI166/1, Dual T; C sensors,6,25.2655,34.963,204.8,0.1469,96,222192,5.96224
S_E_9,SAMN07137023,HOT166,2,5, 2004-12-20T20:55:00Z,2004,12,20,2055,-157.983,22.7533,4730,1026,122004,http://dmoserv3.bco-dmo.org/jg/serv/BCO-DMO/HOT/ctd.flat1?HOT_summary_file_name%20eq%20cruise.summaries/hot166.sum,1,14,PRS2,GPS,3713, 33KI166_1, 33KI166/1, Dual T; C sensors,100,23.9198,35.1324,204.5,0.776,48,222192,99.348
S_E_9,SAMN07137024,HOT166,2,5, 2004-12-20T20:55:00Z,2004,12,20,2055,-157.983,22.7533,4730,1026,122004,http://dmoserv3.bco-dmo.org/jg/serv/BCO-DMO/HOT/ctd.flat1?HOT_summary_file_name%20eq%20cruise.summaries/hot166.sum,1,14,PRS2,GPS,3713, 33KI166_1, 33KI166/1, Dual T; C sensors,176,19.0405,34.9347,185.4,0.0424,72,222192,174.82
S_E_10,SAMN07137025,HOT144,2,9, 2003-01-17T17:59:00Z,2003,1,17,1759,-157.988,22.7363,4725,1020,11703,http://dmoserv3.bco-dmo.org/jg/serv/BCO-DMO/HOT/ctd.flat1?HOT_summary_file_name%20eq%20cruise.summaries/hot144.sum,1,14,PRS2,GPS,3714, 33KI144_1, 33KI144/1, Dual T; C sensors,6,23.6606,35.3384,205.8,0.312,108,222192,5.96225
S_E_10,SAMN07137026,HOT144,2,9, 2003-01-17T17:59:00Z,2003,1,17,1759,-157.988,22.7363,4725,1020,11703,http://dmoserv3.bco-dmo.org/jg/serv/BCO-DMO/HOT/ctd.flat1?HOT_summary_file_name%20eq%20cruise.summaries/hot144.sum,1,14,PRS2,GPS,3714, 33KI144_1, 33KI144/1, Dual T; C sensors,126,22.752,35.3062,203.1,0.4545,84,222192,125.171
S_E_10,SAMN07137027,HOT144,2,9, 2003-01-17T17:59:00Z,2003,1,17,1759,-157.988,22.7363,4725,1020,11703,http://dmoserv3.bco-dmo.org/jg/serv/BCO-DMO/HOT/ctd.flat1?HOT_summary_file_name%20eq%20cruise.summaries/hot144.sum,1,14,PRS2,GPS,3714, 33KI144_1, 33KI144/1, Dual T; C sensors,176,20.0425,35.1659,195.7,0.1159,60,222192,174.821
S_E_11,SAMN07137028,HOT145,2,3, 2003-02-25T20:57:00Z,2003,2,25,2057,-158.016,22.7607,4724,1024,22503,http://dmoserv3.bco-dmo.org/jg/serv/BCO-DMO/HOT/ctd.flat1?HOT_summary_file_name%20eq%20cruise.summaries/hot145.sum,1,19,PRS2,GPS,3709, 33KI145_1, 33KI145/1, Dual T; C sensors,6,23.2843,35.3216,216.9,0.0558,120,222192,5.96224
S_E_11,SAMN07137029,HOT145,2,3, 2003-02-25T20:57:00Z,2003,2,25,2057,-158.016,22.7607,4724,1024,22503,http://dmoserv3.bco-dmo.org/jg/serv/BCO-DMO/HOT/ctd.flat1?HOT_summary_file_name%20eq%20cruise.summaries/hot145.sum,1,19,PRS2,GPS,3709, 33KI145_1, 33KI145/1, Dual T; C sensors,116,22.2426,35.3257,211,0.6062,72,222192,115.239
S_E_11,SAMN07137030,HOT145,2,3, 2003-02-25T20:57:00Z,2003,2,25,2057,-158.016,22.7607,4724,1024,22503,http://dmoserv3.bco-dmo.org/jg/serv/BCO-DMO/HOT/ctd.flat1?HOT_summary_file_name%20eq%20cruise.summaries/hot145.sum,1,19,PRS2,GPS,3709, 33KI145_1, 33KI145/1, Dual T; C sensors,176,19.7647,35.1238,201.7,0.1278,72,222192,174.82
S_E_12,SAMN07137031,HOT146,2,3, 2003-03-28T21:56:00Z,2003,3,28,2156,-157.998,22.748,4744,1018,32803,http://dmoserv3.bco-dmo.org/jg/serv/BCO-DMO/HOT/ctd.flat1?HOT_summary_file_name%20eq%20cruise.summaries/hot146.sum,1,14,PRS2,GPS,3735, 33KB146_1, 33KB146/1, Dual T; C sensors,6,23.7404,35.2852,215.5,0.0803,108,222192,5.96224
S_E_12,SAMN07137032,HOT146,2,3, 2003-03-28T21:56:00Z,2003,3,28,2156,-157.998,22.748,4744,1018,32803,http://dmoserv3.bco-dmo.org/jg/serv/BCO-DMO/HOT/ctd.flat1?HOT_summary_file_name%20eq%20cruise.summaries/hot146.sum,1,14,PRS2,GPS,3735, 33KB146_1, 33KB146/1, Dual T; C sensors,126,21.4629,35.3053,205.9,0.5602,72,222192,125.171
S_E_12,SAMN07137033,HOT146,2,3, 2003-03-28T21:56:00Z,2003,3,28,2156,-157.998,22.748,4744,1018,32803,http://dmoserv3.bco-dmo.org/jg/serv/BCO-DMO/HOT/ctd.flat1?HOT_summary_file_name%20eq%20cruise.summaries/hot146.sum,1,14,PRS2,GPS,3735, 33KB146_1, 33KB146/1, Dual T; C sensors,176,19.7006,35.1173,201.3,0.0996,24,222192,174.82
S_E_13,SAMN07137034,HOT147,2,3, 2003-04-23T20:55:00Z,2003,4,23,2055,-157.99,22.7565,4725,1022,42303,http://dmoserv3.bco-dmo.org/jg/serv/BCO-DMO/HOT/ctd.flat1?HOT_summary_file_name%20eq%20cruise.summaries/hot147.sum,1,14,PRS2,GPS,3712, 33KI147_1, 33KI147/1, Dual T; C sensors,6,24.6055,34.9768,208.3,0.0758,96,222192,5.96224
S_E_13,SAMN07137035,HOT147,2,3, 2003-04-23T20:55:00Z,2003,4,23,2055,-157.99,22.7565,4725,1022,42303,http://dmoserv3.bco-dmo.org/jg/serv/BCO-DMO/HOT/ctd.flat1?HOT_summary_file_name%20eq%20cruise.summaries/hot147.sum,1,14,PRS2,GPS,3712, 33KI147_1, 33KI147/1, Dual T; C sensors,126,20.2903,35.2092,213.9,0.6387,120,222192,125.171
S_E_13,SAMN07137036,HOT147,2,3, 2003-04-23T20:55:00Z,2003,4,23,2055,-157.99,22.7565,4725,1022,42303,http://dmoserv3.bco-dmo.org/jg/serv/BCO-DMO/HOT/ctd.flat1?HOT_summary_file_name%20eq%20cruise.summaries/hot147.sum,1,14,PRS2,GPS,3712, 33KI147_1, 33KI147/1, Dual T; C sensors,176,17.9552,34.8871,210.3,0.2681,36,222192,174.82
S_E_14,SAMN07137037,HOT148,2,3, 2003-05-20T21:25:00Z,2003,5,20,2125,-158.003,22.7495,4725,1020,52003,http://dmoserv3.bco-dmo.org/jg/serv/BCO-DMO/HOT/ctd.flat1?HOT_summary_file_name%20eq%20cruise.summaries/hot148.sum,1,16,PRS2,GPS,3714, 33KI148_1, 33KI148/1, Dual T; C sensors,6,25.2719,35.0705,209.3,0.0416,96,222192,5.96224
S_E_14,SAMN07137038,HOT148,2,3, 2003-05-20T21:25:00Z,2003,5,20,2125,-158.003,22.7495,4725,1020,52003,http://dmoserv3.bco-dmo.org/jg/serv/BCO-DMO/HOT/ctd.flat1?HOT_summary_file_name%20eq%20cruise.summaries/hot148.sum,1,16,PRS2,GPS,3714, 33KI148_1, 33KI148/1, Dual T; C sensors,116,22.145,35.3008,208.1,0.7756,60,222192,115.239
S_E_14,SAMN07137039,HOT148,2,3, 2003-05-20T21:25:00Z,2003,5,20,2125,-158.003,22.7495,4725,1020,52003,http://dmoserv3.bco-dmo.org/jg/serv/BCO-DMO/HOT/ctd.flat1?HOT_summary_file_name%20eq%20cruise.summaries/hot148.sum,1,16,PRS2,GPS,3714, 33KI148_1, 33KI148/1, Dual T; C sensors,176,20.1648,35.1811,199.3,0.1569,48,222192,174.82
S_E_15,SAMN07137040,HOT149,2,3, 2003-06-19T21:00:00Z,2003,6,19,2100,-157.998,22.7748,4715,1062,61903,http://dmoserv3.bco-dmo.org/jg/serv/BCO-DMO/HOT/ctd.flat1?HOT_summary_file_name%20eq%20cruise.summaries/hot149.sum,1,14,PRS2,GPS,3662, 33RR149_1, 33RR149/1, Dual T; C sensors,6,25.7876,35.1626,208.3,0.0628,108,222192,5.96223
S_E_15,SAMN07137041,HOT149,2,3, 2003-06-19T21:00:00Z,2003,6,19,2100,-157.998,22.7748,4715,1062,61903,http://dmoserv3.bco-dmo.org/jg/serv/BCO-DMO/HOT/ctd.flat1?HOT_summary_file_name%20eq%20cruise.summaries/hot149.sum,1,14,PRS2,GPS,3662, 33RR149_1, 33RR149/1, Dual T; C sensors,100,21.9596,35.2942,203.7,1.0257,132,222192,99.3479
S_E_15,SAMN07137042,HOT149,2,3, 2003-06-19T21:00:00Z,2003,6,19,2100,-157.998,22.7748,4715,1062,61903,http://dmoserv3.bco-dmo.org/jg/serv/BCO-DMO/HOT/ctd.flat1?HOT_summary_file_name%20eq%20cruise.summaries/hot149.sum,1,14,PRS2,GPS,3662, 33RR149_1, 33RR149/1, Dual T; C sensors,176,19.8154,35.1901,209.2,0.1762,48,222192,174.82
S_E_16,SAMN07137043,HOT150,2,3, 2003-07-19T21:01:00Z,2003,7,19,2101,-157.998,22.7512,4723,1026,71903,http://dmoserv3.bco-dmo.org/jg/serv/BCO-DMO/HOT/ctd.flat1?HOT_summary_file_name%20eq%20cruise.summaries/hot150.sum,1,14,PRS2,GPS,3706, 33KI150_1, 33KI150/1, Dual T; C sensors,6,25.9505,35.3375,207.3,0.1669,60,222193,5.96224
S_E_16,SAMN07137044,HOT150,2,3, 2003-07-19T21:01:00Z,2003,7,19,2101,-157.998,22.7512,4723,1026,71903,http://dmoserv3.bco-dmo.org/jg/serv/BCO-DMO/HOT/ctd.flat1?HOT_summary_file_name%20eq%20cruise.summaries/hot150.sum,1,14,PRS2,GPS,3706, 33KI150_1, 33KI150/1, Dual T; C sensors,126,20.6551,35.2433,214.2,0.6011,36,222192,125.171
S_E_16,SAMN07137045,HOT150,2,3, 2003-07-19T21:01:00Z,2003,7,19,2101,-157.998,22.7512,4723,1026,71903,http://dmoserv3.bco-dmo.org/jg/serv/BCO-DMO/HOT/ctd.flat1?HOT_summary_file_name%20eq%20cruise.summaries/hot150.sum,1,14,PRS2,GPS,3706, 33KI150_1, 33KI150/1, Dual T; C sensors,176,18.4882,34.9666,202,0.1207,48,222192,174.82
S_E_17,SAMN07137046,HOT151,2,3, 2003-08-20T21:00:00Z,2003,8,20,2100,-158,22.7633,4723,1024,82003,http://dmoserv3.bco-dmo.org/jg/serv/BCO-DMO/HOT/ctd.flat1?HOT_summary_file_name%20eq%20cruise.summaries/hot151.sum,1,16,PRS2,GPS,3708, 33KI151_1, 33KI151/1, Dual T; C sensors,6,26.3902,34.9731,206,0.0659,60,222192,5.96224
S_E_17,SAMN07137047,HOT151,2,3, 2003-08-20T21:00:00Z,2003,8,20,2100,-158,22.7633,4723,1024,82003,http://dmoserv3.bco-dmo.org/jg/serv/BCO-DMO/HOT/ctd.flat1?HOT_summary_file_name%20eq%20cruise.summaries/hot151.sum,1,16,PRS2,GPS,3708, 33KI151_1, 33KI151/1, Dual T; C sensors,116,22.9201,35.0468,212.3,0.6022,36,222192,115.239
S_E_17,SAMN07137048,HOT151,2,3, 2003-08-20T21:00:00Z,2003,8,20,2100,-158,22.7633,4723,1024,82003,http://dmoserv3.bco-dmo.org/jg/serv/BCO-DMO/HOT/ctd.flat1?HOT_summary_file_name%20eq%20cruise.summaries/hot151.sum,1,16,PRS2,GPS,3708, 33KI151_1, 33KI151/1, Dual T; C sensors,176,20.4885,35.1403,194.9,0.1756,60,222192,174.82
S_E_18,SAMN07137049,HOT153,2,3, 2003-11-09T20:55:00Z,2003,11,9,2055,-157.998,22.7493,4748,1024,110903,http://dmoserv3.bco-dmo.org/jg/serv/BCO-DMO/HOT/ctd.flat1?HOT_summary_file_name%20eq%20cruise.summaries/hot153.sum,1,14,PRS2,GPS,3733, 33KB153_1, 33KB153/1, Dual T; C sensors,6,26.5148,35.1977,203,0.155,36,222192,5.96224
S_E_18,SAMN07137050,HOT153,2,3, 2003-11-09T20:55:00Z,2003,11,9,2055,-157.998,22.7493,4748,1024,110903,http://dmoserv3.bco-dmo.org/jg/serv/BCO-DMO/HOT/ctd.flat1?HOT_summary_file_name%20eq%20cruise.summaries/hot153.sum,1,14,PRS2,GPS,3733, 33KB153_1, 33KB153/1, Dual T; C sensors,100,22.7759,35.2875,218.1,0.9136,132,222192,99.3481
S_E_18,SAMN07137051,HOT153,2,3, 2003-11-09T20:55:00Z,2003,11,9,2055,-157.998,22.7493,4748,1024,110903,http://dmoserv3.bco-dmo.org/jg/serv/BCO-DMO/HOT/ctd.flat1?HOT_summary_file_name%20eq%20cruise.summaries/hot153.sum,1,14,PRS2,GPS,3733, 33KB153_1, 33KB153/1, Dual T; C sensors,176,17.6052,34.8106,183.9,0.0571,132,222192,174.82
S_E_19,SAMN07137052,HOT154,2,10, 2003-12-20T21:02:00Z,2003,12,20,2102,-157.917,22.7348,4728,1026,122003,http://dmoserv3.bco-dmo.org/jg/serv/BCO-DMO/HOT/ctd.flat1?HOT_summary_file_name%20eq%20cruise.summaries/hot154.sum,1,19,PRS2,GPS,3711, 33KB154_1, 33KB154/1, Dual T; C sensors,6,24.3573,35.2693,210,0.1324,84,223192,5.96225
S_E_19,SAMN07137053,HOT154,2,10, 2003-12-20T21:02:00Z,2003,12,20,2102,-157.917,22.7348,4728,1026,122003,http://dmoserv3.bco-dmo.org/jg/serv/BCO-DMO/HOT/ctd.flat1?HOT_summary_file_name%20eq%20cruise.summaries/hot154.sum,1,19,PRS2,GPS,3711, 33KB154_1, 33KB154/1, Dual T; C sensors,86,22.093,35.3026,211.5,0.642,36,222192,85.4423
S_E_19,SAMN07137054,HOT154,2,10, 2003-12-20T21:02:00Z,2003,12,20,2102,-157.917,22.7348,4728,1026,122003,http://dmoserv3.bco-dmo.org/jg/serv/BCO-DMO/HOT/ctd.flat1?HOT_summary_file_name%20eq%20cruise.summaries/hot154.sum,1,19,PRS2,GPS,3711, 33KB154_1, 33KB154/1, Dual T; C sensors,176,18.1496,34.9039,202.1,0.0292,48,222192,174.821
S_E_20,SAMN07137055,HOT152,2,3, 2003-10-14T20:59:00Z,2003,10,14,2059,-157.979,22.7767,4745,1026,101403,http://dmoserv3.bco-dmo.org/jg/serv/BCO-DMO/HOT/ctd.flat1?HOT_summary_file_name%20eq%20cruise.summaries/hot152.sum,1,20,PRS2,GPS,3728, 33KB152_1, 33KB152/1, Dual T; C sensors,10,26.8084,35.0432,204.9,0.1645,60,222192,9.93696
S_E_20,SAMN07137056,HOT152,2,3, 2003-10-14T20:59:00Z,2003,10,14,2059,-157.979,22.7767,4745,1026,101403,http://dmoserv3.bco-dmo.org/jg/serv/BCO-DMO/HOT/ctd.flat1?HOT_summary_file_name%20eq%20cruise.summaries/hot152.sum,1,20,PRS2,GPS,3728, 33KB152_1, 33KB152/1, Dual T; C sensors,100,23.6881,35.1348,213.5,0.8401,60,222192,99.3479
S_E_20,SAMN07137057,HOT152,2,3, 2003-10-14T20:59:00Z,2003,10,14,2059,-157.979,22.7767,4745,1026,101403,http://dmoserv3.bco-dmo.org/jg/serv/BCO-DMO/HOT/ctd.flat1?HOT_summary_file_name%20eq%20cruise.summaries/hot152.sum,1,20,PRS2,GPS,3728, 33KB152_1, 33KB152/1, Dual T; C sensors,176,21.6973,35.2898,196.2,0.0999,108,222192,174.82
S_E_21,SAMN07137058,HOT155,2,3, 2004-01-21T20:59:00Z,2004,1,21,2059,-157.998,22.7508,4723,1020,12104,http://dmoserv3.bco-dmo.org/jg/serv/BCO-DMO/HOT/ctd.flat1?HOT_summary_file_name%20eq%20cruise.summaries/hot155.sum,1,14,PRS2,GPS,3712, 33KI155_1, 33KI155/1, Dual T; C sensors,6,24.1186,35.1701,208.1,0.0909,108,222192,5.96224
S_E_21,SAMN07137059,HOT155,2,3, 2004-01-21T20:59:00Z,2004,1,21,2059,-157.998,22.7508,4723,1020,12104,http://dmoserv3.bco-dmo.org/jg/serv/BCO-DMO/HOT/ctd.flat1?HOT_summary_file_name%20eq%20cruise.summaries/hot155.sum,1,14,PRS2,GPS,3712, 33KI155_1, 33KI155/1, Dual T; C sensors,100,24.096,35.2489,208.8,0.5702,120,222192,99.3481
S_E_21,SAMN07137060,HOT155,2,3, 2004-01-21T20:59:00Z,2004,1,21,2059,-157.998,22.7508,4723,1020,12104,http://dmoserv3.bco-dmo.org/jg/serv/BCO-DMO/HOT/ctd.flat1?HOT_summary_file_name%20eq%20cruise.summaries/hot155.sum,1,14,PRS2,GPS,3712, 33KI155_1, 33KI155/1, Dual T; C sensors,176,20.1648,35.1674,200.8,0.1412,60,222192,174.82
