sampling_event_id	cruise_name	EXPOCODE	Ship	STNNBR	CASTNO	section	ISO_DateTime	Date	Year	Month	Day	timeutc	timecode	lon	lat	nav_code	depth_max	pres_max	depth_hgt	parameters	comments	HOT_summary_file_name	ROSETTE	CTDPRS	A_CAR	ALKALIN	ATP	B_CAR	BUT_19	CAROTEN	CHL_Plus	CHLC1_2	CHLDA_A	CHL_A	CHL_B	CHL_C3	CHL_C4	CTDOXY	CTDSAL	CTDTMP	DIADINO	DIC	DOC	DON	DOP	DV_CHLA	E_BACT	FUCO	GTP	H_BACT	H2O2	HEX_19	HPLCchl	LLN	LLP	LLSi	LUTEIN	MV_CHLA	N2O	NO2	NO2_NO3	OXYGEN	P_BACT	P13C	P15N	PC	PERID	PE_pt4u	PE_10u	PE_5u	PH	PHEO	PHSPHT	PIC	PN	PP	PRASINO	PSi	REPLICT	S_BACT	SALNITY	SIGMA	SILCAT	SPEC_SI	TD700A	TD700B	TD700C	TDN	TDP	THETA	VIOL	ZEAXAN	num_bottles	pCO2	QUALT1	QUALT2	QUALT3	QUALT4	QUALT5	QUALT6	QUALT7	QUALT8	QUALT9	QUAL10
SE_25	194	33KB194_1	33KB194/1	2	16	PRS2	2007-08-06T01:38:00	80607	2007	8	6	138	BE	-158.0825	22.7798	GPS	4759	1022	3746	1	Dual T; C sensors	cruise.summaries/hot194.sum	7	201.8														166.2	34.5262	16.4804																																							1			25.28								16.4479			17		2159999	9999999	9999999	9999999	9999999	999999	999999	999999	999999	999999
SE_25	194	33KB194_1	33KB194/1	2	16	PRS2	2007-08-06T01:38:00	80607	2007	8	6	138	BE	-158.0825	22.7798	GPS	4759	1022	3746	1	Dual T; C sensors	cruise.summaries/hot194.sum	6	201.6														166.2	34.5264	16.4815																																							1		34.527	25.28								16.449			17		2129999	9999999	9999999	9999999	9999999	999999	999999	999999	999999	999999
SE_25	194	33KB194_1	33KB194/1	2	16	PRS2	2007-08-06T01:38:00	80607	2007	8	6	138	BE	-158.0825	22.7798	GPS	4759	1022	3746	1	Dual T; C sensors	cruise.summaries/hot194.sum	5	501.4														100.4	34.056	6.637																																							1			26.73								6.5911			17		2159999	9999999	9999999	9999999	9999999	999999	999999	999999	999999	999999
SE_25	194	33KB194_1	33KB194/1	2	16	PRS2	2007-08-06T01:38:00	80607	2007	8	6	138	BE	-158.0825	22.7798	GPS	4759	1022	3746	1	Dual T; C sensors	cruise.summaries/hot194.sum	4	501.6														100	34.0555	6.6399																																							1		34.0548	26.729								6.594			17		2129999	9999999	9999999	9999999	9999999	999999	999999	999999	999999	999999
SE_25	194	33KB194_1	33KB194/1	2	16	PRS2	2007-08-06T01:38:00	80607	2007	8	6	138	BE	-158.0825	22.7798	GPS	4759	1022	3746	1	Dual T; C sensors	cruise.summaries/hot194.sum	3	1021.7														44	34.5009	3.9216																																							1			27.405								3.8448			17		2159999	9999999	9999999	9999999	9999999	999999	999999	999999	999999	999999
SE_25	194	33KB194_1	33KB194/1	2	16	PRS2	2007-08-06T01:38:00	80607	2007	8	6	138	BE	-158.0825	22.7798	GPS	4759	1022	3746	1	Dual T; C sensors	cruise.summaries/hot194.sum	2	1021.3														44	34.501	3.9224																																							1			27.405								3.8456			17		2159999	9999999	9999999	9999999	9999999	999999	999999	999999	999999	999999
SE_25	194	33KB194_1	33KB194/1	2	16	PRS2	2007-08-06T01:38:00	80607	2007	8	6	138	BE	-158.0825	22.7798	GPS	4759	1022	3746	1	Dual T; C sensors	cruise.summaries/hot194.sum	1	1021.2														44	34.5007	3.923																																							1		34.5005	27.405								3.8462			17		2129999	9999999	9999999	9999999	9999999	999999	999999	999999	999999	999999
SE_26	194	33KB194_1	33KB194/1	2	13	PRS2	2007-08-05T02:59:00	80507	2007	8	5	259	BE	-158.0742	22.8027	GPS	4750	1022	3737	1	Dual T; C sensors	cruise.summaries/hot194.sum	19	7.5														205.5	35.0284	26.5391																																				12.9			1		35.0272	22.886								26.5374			19		2129999	9999999	9999299	9999999	9999999	999999	999999	999999	999999	999999
SE_26	194	33KB194_1	33KB194/1	2	13	PRS2	2007-08-05T02:59:00	80507	2007	8	5	259	BE	-158.0742	22.8027	GPS	4750	1022	3737	1	Dual T; C sensors	cruise.summaries/hot194.sum	18	25														205	35.0245	26.4074																																				12.3			1		35.024	22.926								26.4018			19		2129999	9999999	9999299	9999999	9999999	999999	999999	999999	999999	999999
SE_26	194	33KB194_1	33KB194/1	2	13	PRS2	2007-08-05T02:59:00	80507	2007	8	5	259	BE	-158.0742	22.8027	GPS	4750	1022	3737	1	Dual T; C sensors	cruise.summaries/hot194.sum	17	45														207.6	35.0299	25.9852																																				11.7			1		35.0289	23.064								25.9752			19		2129999	9999999	9999299	9999999	9999999	999999	999999	999999	999999	999999
SE_26	194	33KB194_1	33KB194/1	2	13	PRS2	2007-08-05T02:59:00	80507	2007	8	5	259	BE	-158.0742	22.8027	GPS	4750	1022	3737	1	Dual T; C sensors	cruise.summaries/hot194.sum	16	75.2														211.6	34.9625	25.4277																																				13.2			1		34.9636	23.187								25.4112			19		2129999	9999999	9999299	9999999	9999999	999999	999999	999999	999999	999999
SE_26	194	33KB194_1	33KB194/1	2	13	PRS2	2007-08-05T02:59:00	80507	2007	8	5	259	BE	-158.0742	22.8027	GPS	4750	1022	3737	1	Dual T; C sensors	cruise.summaries/hot194.sum	15	99.8														216.6	34.9868	24.5907																																				8.5			1		34.9829	23.461								24.5693			19		2129999	9999999	9999299	9999999	9999999	999999	999999	999999	999999	999999
SE_26	194	33KB194_1	33KB194/1	2	13	PRS2	2007-08-05T02:59:00	80507	2007	8	5	259	BE	-158.0742	22.8027	GPS	4750	1022	3737	1	Dual T; C sensors	cruise.summaries/hot194.sum	14	124.4														211.1	34.9768	22.6956																																				10.7			1		34.9748	24.011								22.6704			19		2129999	9999999	9999299	9999999	9999999	999999	999999	999999	999999	999999
SE_26	194	33KB194_1	33KB194/1	2	13	PRS2	2007-08-05T02:59:00	80507	2007	8	5	259	BE	-158.0742	22.8027	GPS	4750	1022	3737	1	Dual T; C sensors	cruise.summaries/hot194.sum	13	151.5														185.3	34.866	20.36																																				7.3			1		34.8703	24.572								20.3316			19		2129999	9999999	9999299	9999999	9999999	999999	999999	999999	999999	999999
SE_26	194	33KB194_1	33KB194/1	2	13	PRS2	2007-08-05T02:59:00	80507	2007	8	5	259	BE	-158.0742	22.8027	GPS	4750	1022	3737	1	Dual T; C sensors	cruise.summaries/hot194.sum	12	175.8														171.5	34.7341	18.6906																																				4.4			1		34.7396	24.904								18.6597			19		2129999	9999999	9999299	9999999	9999999	999999	999999	999999	999999	999999
SE_26	194	33KB194_1	33KB194/1	2	13	PRS2	2007-08-05T02:59:00	80507	2007	8	5	259	BE	-158.0742	22.8027	GPS	4750	1022	3737	1	Dual T; C sensors	cruise.summaries/hot194.sum	11	199.5														160.8	34.468	16.1544																																				3.5			1		34.4689	25.31								16.1227			19		2129999	9999999	9999299	9999999	9999999	999999	999999	999999	999999	999999
SE_26	194	33KB194_1	33KB194/1	2	13	PRS2	2007-08-05T02:59:00	80507	2007	8	5	259	BE	-158.0742	22.8027	GPS	4750	1022	3737	1	Dual T; C sensors	cruise.summaries/hot194.sum	10	249.9														183.8	34.2509	13.4678																																				2.8			1		34.2483	25.725								13.4327			19		2129999	9999999	9999299	9999999	9999999	999999	999999	999999	999999	999999
SE_26	194	33KB194_1	33KB194/1	2	13	PRS2	2007-08-05T02:59:00	80507	2007	8	5	259	BE	-158.0742	22.8027	GPS	4750	1022	3737	1	Dual T; C sensors	cruise.summaries/hot194.sum	9	350.7														180.3	34.1336	10.3495																																				2.8			1			26.223								10.308			19		2159999	9999999	9999299	9999999	9999999	999999	999999	999999	999999	999999
SE_26	194	33KB194_1	33KB194/1	2	13	PRS2	2007-08-05T02:59:00	80507	2007	8	5	259	BE	-158.0742	22.8027	GPS	4750	1022	3737	1	Dual T; C sensors	cruise.summaries/hot194.sum	8	350.7														180	34.1337	10.3495																																				1.9			1		34.134	26.223								10.3081			19		2129999	9999999	9999299	9999999	9999999	999999	999999	999999	999999	999999
SE_26	194	33KB194_1	33KB194/1	2	13	PRS2	2007-08-05T02:59:00	80507	2007	8	5	259	BE	-158.0742	22.8027	GPS	4750	1022	3737	1	Dual T; C sensors	cruise.summaries/hot194.sum	7	491.1														104.3	34.0618	6.887																																							1		34.0619	26.701								6.8411			19		2129999	9999999	9999599	9999999	9999999	999999	999999	999999	999999	999999
SE_26	194	33KB194_1	33KB194/1	2	13	PRS2	2007-08-05T02:59:00	80507	2007	8	5	259	BE	-158.0742	22.8027	GPS	4750	1022	3737	1	Dual T; C sensors	cruise.summaries/hot194.sum	6	501.5														94.7	34.0698	6.6794																																							1			26.736								6.6333			19		2159999	9999999	9999599	9999999	9999999	999999	999999	999999	999999	999999
SE_26	194	33KB194_1	33KB194/1	2	13	PRS2	2007-08-05T02:59:00	80507	2007	8	5	259	BE	-158.0742	22.8027	GPS	4750	1022	3737	1	Dual T; C sensors	cruise.summaries/hot194.sum	5	501.2														94.2	34.0697	6.6803																																							1			26.735								6.6343			19		2159999	9999999	9999599	9999999	9999999	999999	999999	999999	999999	999999
SE_26	194	33KB194_1	33KB194/1	2	13	PRS2	2007-08-05T02:59:00	80507	2007	8	5	259	BE	-158.0742	22.8027	GPS	4750	1022	3737	1	Dual T; C sensors	cruise.summaries/hot194.sum	4	500.8														93.7	34.0695	6.6836																																							1			26.735								6.6376			19		2159999	9999999	9999599	9999999	9999999	999999	999999	999999	999999	999999
SE_26	194	33KB194_1	33KB194/1	2	13	PRS2	2007-08-05T02:59:00	80507	2007	8	5	259	BE	-158.0742	22.8027	GPS	4750	1022	3737	1	Dual T; C sensors	cruise.summaries/hot194.sum	3	500.7														93.2	34.0696	6.6849																																							1			26.735								6.6389			19		2159999	9999999	9999599	9999999	9999999	999999	999999	999999	999999	999999
SE_26	194	33KB194_1	33KB194/1	2	13	PRS2	2007-08-05T02:59:00	80507	2007	8	5	259	BE	-158.0742	22.8027	GPS	4750	1022	3737	1	Dual T; C sensors	cruise.summaries/hot194.sum	2	500.6														92.8	34.0695	6.687																																							1		34.0644	26.734								6.6409			19		2129999	9999999	9999599	9999999	9999999	999999	999999	999999	999999	999999
SE_26	194	33KB194_1	33KB194/1	2	13	PRS2	2007-08-05T02:59:00	80507	2007	8	5	259	BE	-158.0742	22.8027	GPS	4750	1022	3737	1	Dual T; C sensors	cruise.summaries/hot194.sum	1	1019.9														44	34.501	3.9283																																							1		34.5056	27.404								3.8515			19		2129999	9999999	9999599	9999999	9999999	999999	999999	999999	999999	999999
SE_27	195	33KB195_1	33KB195/1	2	17	PRS2	2007-09-04T22:53:00	90407	2007	9	4	2253	BE	-157.9358	22.6805	GPS	4752	1020	3741	1	Dual T; C sensors	cruise.summaries/hot195.sum	24	6.4														203.9	35.3716	26.6758																																							1		35.3707	23.101								26.6743			24		2129999	9999999	9999999	9999999	9999999	999999	999999	999999	999999	999999
SE_27	195	33KB195_1	33KB195/1	2	17	PRS2	2007-09-04T22:53:00	90407	2007	9	4	2253	BE	-157.9358	22.6805	GPS	4752	1020	3741	1	Dual T; C sensors	cruise.summaries/hot195.sum	23	25.9														204.2	35.3696	26.6005																																							1		35.3713	23.125								26.5947			24		2129999	9999999	9999999	9999999	9999999	999999	999999	999999	999999	999999
SE_27	195	33KB195_1	33KB195/1	2	17	PRS2	2007-09-04T22:53:00	90407	2007	9	4	2253	BE	-157.9358	22.6805	GPS	4752	1020	3741	1	Dual T; C sensors	cruise.summaries/hot195.sum	22	25.8														204.4	35.3694	26.6009																																							1		35.3715	23.125								26.595			24		2129999	9999999	9999999	9999999	9999999	999999	999999	999999	999999	999999
SE_27	195	33KB195_1	33KB195/1	2	17	PRS2	2007-09-04T22:53:00	90407	2007	9	4	2253	BE	-157.9358	22.6805	GPS	4752	1020	3741	1	Dual T; C sensors	cruise.summaries/hot195.sum	21	25.9														204.4	35.3692	26.6011																																							1			23.125								26.5953			24		2159999	9999999	9999999	9999999	9999999	999999	999999	999999	999999	999999
SE_27	195	33KB195_1	33KB195/1	2	17	PRS2	2007-09-04T22:53:00	90407	2007	9	4	2253	BE	-157.9358	22.6805	GPS	4752	1020	3741	1	Dual T; C sensors	cruise.summaries/hot195.sum	20	25.8														204.6	35.3693	26.6012																																							1			23.125								26.5953			24		2159999	9999999	9999999	9999999	9999999	999999	999999	999999	999999	999999
SE_27	195	33KB195_1	33KB195/1	2	17	PRS2	2007-09-04T22:53:00	90407	2007	9	4	2253	BE	-157.9358	22.6805	GPS	4752	1020	3741	1	Dual T; C sensors	cruise.summaries/hot195.sum	19	25.9														204.6	35.3692	26.6013																																							1			23.125								26.5954			24		2159999	9999999	9999999	9999999	9999999	999999	999999	999999	999999	999999
SE_27	195	33KB195_1	33KB195/1	2	17	PRS2	2007-09-04T22:53:00	90407	2007	9	4	2253	BE	-157.9358	22.6805	GPS	4752	1020	3741	1	Dual T; C sensors	cruise.summaries/hot195.sum	18	25.8														204.5	35.3692	26.601																																							1			23.125								26.5951			24		2159999	9999999	9999999	9999999	9999999	999999	999999	999999	999999	999999
SE_27	195	33KB195_1	33KB195/1	2	17	PRS2	2007-09-04T22:53:00	90407	2007	9	4	2253	BE	-157.9358	22.6805	GPS	4752	1020	3741	1	Dual T; C sensors	cruise.summaries/hot195.sum	17	25.8														204.5	35.3691	26.601																																							1			23.125								26.5951			24		2159999	9999999	9999999	9999999	9999999	999999	999999	999999	999999	999999
SE_27	195	33KB195_1	33KB195/1	2	17	PRS2	2007-09-04T22:53:00	90407	2007	9	4	2253	BE	-157.9358	22.6805	GPS	4752	1020	3741	1	Dual T; C sensors	cruise.summaries/hot195.sum	16	46.8														203.7	35.3683	26.583																																							1		35.3687	23.131								26.5723			24		2129999	9999999	9999999	9999999	9999999	999999	999999	999999	999999	999999
SE_27	195	33KB195_1	33KB195/1	2	17	PRS2	2007-09-04T22:53:00	90407	2007	9	4	2253	BE	-157.9358	22.6805	GPS	4752	1020	3741	1	Dual T; C sensors	cruise.summaries/hot195.sum	15	46.7														203.8	35.3682	26.5835																																							1			23.131								26.5729			24		2159999	9999999	9999999	9999999	9999999	999999	999999	999999	999999	999999
SE_27	195	33KB195_1	33KB195/1	2	17	PRS2	2007-09-04T22:53:00	90407	2007	9	4	2253	BE	-157.9358	22.6805	GPS	4752	1020	3741	1	Dual T; C sensors	cruise.summaries/hot195.sum	14	46.7														203.9	35.3681	26.5838																																							1			23.131								26.5732			24		2159999	9999999	9999999	9999999	9999999	999999	999999	999999	999999	999999
SE_27	195	33KB195_1	33KB195/1	2	17	PRS2	2007-09-04T22:53:00	90407	2007	9	4	2253	BE	-157.9358	22.6805	GPS	4752	1020	3741	1	Dual T; C sensors	cruise.summaries/hot195.sum	13	46.6														204	35.3681	26.5815																																							1			23.132								26.5709			24		2159999	9999999	9999999	9999999	9999999	999999	999999	999999	999999	999999
SE_27	195	33KB195_1	33KB195/1	2	17	PRS2	2007-09-04T22:53:00	90407	2007	9	4	2253	BE	-157.9358	22.6805	GPS	4752	1020	3741	1	Dual T; C sensors	cruise.summaries/hot195.sum	12	46.6														204.2	35.3682	26.5809																																							1			23.132								26.5704			24		2159999	9999999	9999999	9999999	9999999	999999	999999	999999	999999	999999
SE_27	195	33KB195_1	33KB195/1	2	17	PRS2	2007-09-04T22:53:00	90407	2007	9	4	2253	BE	-157.9358	22.6805	GPS	4752	1020	3741	1	Dual T; C sensors	cruise.summaries/hot195.sum	11	46.7														204.3	35.3681	26.5811																																							1			23.132								26.5705			24		2159999	9999999	9999999	9999999	9999999	999999	999999	999999	999999	999999
SE_27	195	33KB195_1	33KB195/1	2	17	PRS2	2007-09-04T22:53:00	90407	2007	9	4	2253	BE	-157.9358	22.6805	GPS	4752	1020	3741	1	Dual T; C sensors	cruise.summaries/hot195.sum	10	75.1														224.5	35.2575	23.8019																																							1		35.2595	23.9								23.7862			24		2129999	9999999	9999999	9999999	9999999	999999	999999	999999	999999	999999
SE_27	195	33KB195_1	33KB195/1	2	17	PRS2	2007-09-04T22:53:00	90407	2007	9	4	2253	BE	-157.9358	22.6805	GPS	4752	1020	3741	1	Dual T; C sensors	cruise.summaries/hot195.sum	9	101.2														221.3	35.1736	21.9218																																							1		35.177	24.377								21.9018			24		2129999	9999999	9999999	9999999	9999999	999999	999999	999999	999999	999999
SE_27	195	33KB195_1	33KB195/1	2	17	PRS2	2007-09-04T22:53:00	90407	2007	9	4	2253	BE	-157.9358	22.6805	GPS	4752	1020	3741	1	Dual T; C sensors	cruise.summaries/hot195.sum	8	126.4														211.7	35.0543	20.1126																																							1		35.0557	24.78								20.0892			24		2129999	9999999	9999999	9999999	9999999	999999	999999	999999	999999	999999
SE_27	195	33KB195_1	33KB195/1	2	17	PRS2	2007-09-04T22:53:00	90407	2007	9	4	2253	BE	-157.9358	22.6805	GPS	4752	1020	3741	1	Dual T; C sensors	cruise.summaries/hot195.sum	7	150.9														206.1	34.9531	19.0253																																							1		34.9559	24.986								18.9984			24		2129999	9999999	9999999	9999999	9999999	999999	999999	999999	999999	999999
SE_27	195	33KB195_1	33KB195/1	2	17	PRS2	2007-09-04T22:53:00	90407	2007	9	4	2253	BE	-157.9358	22.6805	GPS	4752	1020	3741	1	Dual T; C sensors	cruise.summaries/hot195.sum	6	175.1														203.8	34.874	18.3																																							1		34.8717	25.109								18.2696			24		2129999	9999999	9999999	9999999	9999999	999999	999999	999999	999999	999999
SE_27	195	33KB195_1	33KB195/1	2	17	PRS2	2007-09-04T22:53:00	90407	2007	9	4	2253	BE	-157.9358	22.6805	GPS	4752	1020	3741	1	Dual T; C sensors	cruise.summaries/hot195.sum	5	201.6														201.4	34.7301	17.0243																																							1		34.7313	25.309								16.991			24		2129999	9999999	9999999	9999999	9999999	999999	999999	999999	999999	999999
SE_27	195	33KB195_1	33KB195/1	2	17	PRS2	2007-09-04T22:53:00	90407	2007	9	4	2253	BE	-157.9358	22.6805	GPS	4752	1020	3741	1	Dual T; C sensors	cruise.summaries/hot195.sum	4	400														178.6	34.1141	9.4573																																							1		34.1142	26.358								9.4125			24		2129999	9999999	9999999	9999999	9999999	999999	999999	999999	999999	999999
SE_27	195	33KB195_1	33KB195/1	2	17	PRS2	2007-09-04T22:53:00	90407	2007	9	4	2253	BE	-157.9358	22.6805	GPS	4752	1020	3741	1	Dual T; C sensors	cruise.summaries/hot195.sum	3	550.4														113.2	34.0315	6.6691																																							1		34.0323	26.707								6.6184			24		2129999	9999999	9999999	9999999	9999999	999999	999999	999999	999999	999999
SE_27	195	33KB195_1	33KB195/1	2	17	PRS2	2007-09-04T22:53:00	90407	2007	9	4	2253	BE	-157.9358	22.6805	GPS	4752	1020	3741	1	Dual T; C sensors	cruise.summaries/hot195.sum	2	801.2														21.5	34.305	4.4638																																							1		34.304	27.191								4.4018			24		2129999	9999999	9999999	9999999	9999999	999999	999999	999999	999999	999999
SE_27	195	33KB195_1	33KB195/1	2	17	PRS2	2007-09-04T22:53:00	90407	2007	9	4	2253	BE	-157.9358	22.6805	GPS	4752	1020	3741	1	Dual T; C sensors	cruise.summaries/hot195.sum	1	1018.9														39.7	34.481	3.9768																																							1		34.484	27.384								3.8998			24		2129999	9999999	9999999	9999999	9999999	999999	999999	999999	999999	999999
SE_28	195	33KB195_1	33KB195/1	2	12	PRS2	2007-09-03T21:03:00	90307	2007	9	3	2103	BE	-158.0198	22.668	GPS	4764	1022	3751	1	Dual T; C sensors	cruise.summaries/hot195.sum	21	6.5														205.2	35.103	26.5693																																							1		35.1033	22.933								26.5678			21		2129999	9999999	9999999	9999999	9999999	999999	999999	999999	999999	999999
SE_28	195	33KB195_1	33KB195/1	2	12	PRS2	2007-09-03T21:03:00	90307	2007	9	3	2103	BE	-158.0198	22.668	GPS	4764	1022	3751	1	Dual T; C sensors	cruise.summaries/hot195.sum	20	26.8														204.6	35.2034	26.6464																																							1		35.2038	22.985								26.6404			21		2129999	9999999	9999999	9999999	9999999	999999	999999	999999	999999	999999
SE_28	195	33KB195_1	33KB195/1	2	12	PRS2	2007-09-03T21:03:00	90307	2007	9	3	2103	BE	-158.0198	22.668	GPS	4764	1022	3751	1	Dual T; C sensors	cruise.summaries/hot195.sum	19	45.3														207.7	35.3075	26.5785																																							1		35.3078	23.087								26.5682			21		2129999	9999999	9999999	9999999	9999999	999999	999999	999999	999999	999999
SE_28	195	33KB195_1	33KB195/1	2	12	PRS2	2007-09-03T21:03:00	90307	2007	9	3	2103	BE	-158.0198	22.668	GPS	4764	1022	3751	1	Dual T; C sensors	cruise.summaries/hot195.sum	18	61.2														220	35.2733	25.1008																																							1		35.2718	23.521								25.0875			21		2129999	9999999	9999999	9999999	9999999	999999	999999	999999	999999	999999
SE_28	195	33KB195_1	33KB195/1	2	12	PRS2	2007-09-03T21:03:00	90307	2007	9	3	2103	BE	-158.0198	22.668	GPS	4764	1022	3751	1	Dual T; C sensors	cruise.summaries/hot195.sum	17	74.9														215.6	35.2505	23.6909																																							1		35.2501	23.927								23.6753			21		2129999	9999999	9999999	9999999	9999999	999999	999999	999999	999999	999999
SE_28	195	33KB195_1	33KB195/1	2	12	PRS2	2007-09-03T21:03:00	90307	2007	9	3	2103	BE	-158.0198	22.668	GPS	4764	1022	3751	1	Dual T; C sensors	cruise.summaries/hot195.sum	16	84.8														211.6	35.2377	23.1678																																							1		35.2394	24.07								23.1504			21		2129999	9999999	9999999	9999999	9999999	999999	999999	999999	999999	999999
SE_28	195	33KB195_1	33KB195/1	2	12	PRS2	2007-09-03T21:03:00	90307	2007	9	3	2103	BE	-158.0198	22.668	GPS	4764	1022	3751	1	Dual T; C sensors	cruise.summaries/hot195.sum	15	101														205.8	35.1911	22.2212																																							1		35.1916	24.306								22.2011			21		2129999	9999999	9999999	9999999	9999999	999999	999999	999999	999999	999999
SE_28	195	33KB195_1	33KB195/1	2	12	PRS2	2007-09-03T21:03:00	90307	2007	9	3	2103	BE	-158.0198	22.668	GPS	4764	1022	3751	1	Dual T; C sensors	cruise.summaries/hot195.sum	14	115.4														197.4	35.161	21.5847																																							1		35.1605	24.462								21.5621			21		2129999	9999999	9999999	9999999	9999999	999999	999999	999999	999999	999999
SE_28	195	33KB195_1	33KB195/1	2	12	PRS2	2007-09-03T21:03:00	90307	2007	9	3	2103	BE	-158.0198	22.668	GPS	4764	1022	3751	1	Dual T; C sensors	cruise.summaries/hot195.sum	13	124.7														195.3	35.1465	21.271																																							1		35.1496	24.538								21.2469			21		2129999	9999999	9999999	9999999	9999999	999999	999999	999999	999999	999999
SE_28	195	33KB195_1	33KB195/1	2	12	PRS2	2007-09-03T21:03:00	90307	2007	9	3	2103	BE	-158.0198	22.668	GPS	4764	1022	3751	1	Dual T; C sensors	cruise.summaries/hot195.sum	12	150.5														204.9	35.0677	20.134																																							1		35.0659	24.785								20.1061			21		2129999	9999999	9999999	9999999	9999999	999999	999999	999999	999999	999999
