Sample ID	Sample label (BioSample)	Sample label (BioArchive)	Sample label (ENA)	URL file	Campaign	Site label	Site number	Event	Device	Comment OBJECTIVE	Comment PLATFORM	Comment DEVICE REPORTED	Comment DESCRIPTION	URI	Date/Time	Latitude	Longitude	Date/Time 2	Latitude 2	Longitude 2	Depth	TZ	Local time	"Country, closest"	"Country, distance"	"BG province, closest, abbrev"	"BG province, closest, desc"	"BG province, distance"	"LME, closest, desc"	"LME, distance"	"Locality, site"	"Locality, region"	URL ref	Biome	purl_biome	Env feature	purl_feature	Material	purl_material	Protocol Label	Quantity	Container	Content	"Size-fraction, upper thresh"	"Size-fraction, lower thresh"	"Treatment, chemicals"	"Treatment, storage"	Temp	Sal	pH	[PO4]3-	[NO3]-	POC	[NO2]-	DOC	Plank nano/micro	PAR	Cond	PP C	OXYGEN	PON	Plank meso/macro	Bact prod C	DON	[NH4]+	Si(OH)4	Turbidity	Fluorometer	Chl a
OSD19_2014-06-23_2m_NPL022	SAMEA3275628		ERS667649	https://www.ebi.ac.uk/ena/data/view/ERS667649	OSD-Jun-2014	OSD19	19	OSD19_20140623T0730Z	"Bottle, Ruttner"	Not provided	RV Security Ship	Ruttner Water Sampler	Surface water from site the Wall Famagusta.	http://store.pangaea.de/Projects/OSD_2014/OSD19_20140623T0730Z.pdf	2014-06-23T07:30	35	33	2014-06-23T08:00	35	33	2	UTC+02	23-06-2014T09:30:00	CYP	0	MEDI	"Westerlies - Mediterranean Sea, Black Sea Province"	0.199135542			Famagusta			mediterranean sea biome	http://purl.obolibrary.org/obo/ENVO_01000047	sea	http://purl.obolibrary.org/obo/ENVO_00000016	sea water	http://purl.obolibrary.org/obo/ENVO_00002149	NPL022					0.22			29	39.1																				
OSD34_2014-06-21_0m_NPL022	SAMEA3275616	ABOKM65	ERS667634	https://www.ebi.ac.uk/ena/data/view/ERS667634	OSD-Jun-2014	OSD34	34	OSD34_20140621T0930Z	"Bucket, plastic 5-L"	The overall [OBJECTIVE is a description of the microbial diversity of multiple points of world oceans at a synchronized and single point of time.	500 m of shore of the Mediterranean Sea	5 Liter plastic jug	sea water	http://store.pangaea.de/Projects/OSD_2014/OSD34_20140621T0930Z.pdf	2014-06-21T09:30	31.21667	29.96667	2014-06-21T10:30	31.21667	29.96667	0	UTC+02	21-06-2014T11:30:00	EGY	0	MEDI	"Westerlies - Mediterranean Sea, Black Sea Province"	0.02761204	Mediterranean Sea	2782	Alexandria	Mediterranean Sea - Eastern Basin	http://marineregions.org/gazetteer.php?p=details&id=4280	mediterranean sea biome	http://purl.obolibrary.org/obo/ENVO_01000047	sea	http://purl.obolibrary.org/obo/ENVO_00000016	sea water	http://purl.obolibrary.org/obo/ENVO_00002149	NPL022	1.38;1.37;1.45;1.35;1.45;1.4	Sterivex		No pre-filtration	0.22	None	-80	27	36	8.01								57.4											
OSD4_2014-06-20_0m_NPL022	SAMEA3275642	ABOKM15	ERS667664	https://www.ebi.ac.uk/ena/data/view/ERS667664	OSD-Jun-2014	OSD4	4	OSD4_20140620T0900Z	"Bottle, Niskin"	Ocean Sampling Day performed during LTER MC research activity 2014	R/V Vettoria	Niskin bottle	This data submission refers to filters treated with the prokaryotes and eukaryotes protocol.	http://store.pangaea.de/Projects/OSD_2014/OSD4_20140620T0900Z.pdf	2014-06-20T09:00	40.808	14.25	2014-06-20T11:00	40.808	14.25	0	UTC+01	20-06-2014T10:00:00	ITA	2034	MEDI	"Westerlies - Mediterranean Sea, Black Sea Province"	0	Mediterranean Sea	0	LTER-MC	Tyrrhenian Sea	http://marineregions.org/gazetteer.php?p=details&id=3386	mediterranean sea biome	http://purl.obolibrary.org/obo/ENVO_01000047	sea	http://purl.obolibrary.org/obo/ENVO_00000016	sea water	http://purl.obolibrary.org/obo/ENVO_00002149	NPL022	2.5;4;3;2.5;2.5;2.5;2.5	Sterivex	particulate matter on 0.22_m filter	No pre-filtration	0.22	None	-80	23.3	36.88	8.11	0.24	0.59		0.09		8918111000		53306.44746		200.59		1548			0.61	1.86		1.9	
OSD21_2014-06-21_0m_NPL022	SAMEA3282987	ABOKL42	ERS667646	https://www.ebi.ac.uk/ena/data/view/ERS667646	OSD-Jun-2014	OSD21	21	OSD21_20140621T1055Z	"Bottle, Niskin"	Monthly monitoring	Burin	Niskin	Seawater		2014-06-21T10:55	45.08	13.61	2014-06-21T11:05	45.08	13.61	0	UTC+01	21-06-2014T11:55:00	HRV	1559	MEDI	"Westerlies - Mediterranean Sea, Black Sea Province"	0	Mediterranean Sea	0	Croatia	Adriatic Sea	http://marineregions.org/gazetteer.php?p=details&id=3314	mediterranean sea biome	http://purl.obolibrary.org/obo/ENVO_01000047	sea	http://purl.obolibrary.org/obo/ENVO_00000016	sea water	http://purl.obolibrary.org/obo/ENVO_00002149	NPL022					0.22			19.5	37.1																				
OSD22_2014-06-23_1m_NPL022	SAMEA3275625	ABOKL65	ERS667645	https://www.ebi.ac.uk/ena/data/view/ERS667645	OSD-Jun-2014	OSD22	22	OSD22_20140623T0800Z	"Bottle, Niskin"	Solemio station (SOMLIT site)	NO ANTEDON II	CTD rosette + 2 Niskin bottles	1st Niskin (18L) for Sterivex filtration.	http://store.pangaea.de/Projects/OSD_2014/OSD22_20140623T0800Z.pdf	2014-06-23T06:01	43.22639	5.1746	2014-06-23T13:30	43.22639	5.1746	1	UTC+01	23-06-2014T09:00:00	FRA	10195	MEDI	"Westerlies - Mediterranean Sea, Black Sea Province"	0	Mediterranean Sea	0	Marseille Solemio SOMLIT	Mediterranean Sea - Western Basin	http://marineregions.org/gazetteer.php?p=details&id=4279	mediterranean sea biome	http://purl.obolibrary.org/obo/ENVO_01000047	sea	http://purl.obolibrary.org/obo/ENVO_00000016	sea water	http://purl.obolibrary.org/obo/ENVO_00002149	NPL022	1.5;2;2;2;2;2	Sterivex	Particulate matter	No pre-filtration	0.22	None	N2	21.9952	38.0871		0.16	0.026		0			1335.2	53.85		4.941					0.025	1.729	2.436		2.8
OSD26_2014-06-21_0m_NPL022	SAMEA3275622	ABOKM48	ERS667642	https://www.ebi.ac.uk/ena/data/view/ERS667642	OSD-Jun-2014	OSD26	26	OSD26_20140621T1245Z	"Bottle, unknown 5-L"	Exploring biodiversity	Ship	Bottle 5L	water sample	http://store.pangaea.de/Projects/OSD_2014/OSD26_20140621T1245Z.pdf	2014-06-21T12:45	35.82	-5.75	2014-06-21T15:00	35.82	-5.75	0	UTC+00	21-06-2014T12:45:00	MAR	216	CNRY	Coastal - Canary Coastal Province (EACB)	0	Canary Current	0	Tangier	Strait of Gibraltar	http://marineregions.org/gazetteer.php?p=details&id=3346	mediterranean sea biome	http://purl.obolibrary.org/obo/ENVO_01000047	strait	http://purl.obolibrary.org/obo/ENVO_00000394	sea water	http://purl.obolibrary.org/obo/ENVO_00002149	NPL022					0.22			28	34.19	7.69								49.7											
OSD71_2014-06-21_0m_NPL022	SAMEA3275574	ABOKM01	ERS667592	https://www.ebi.ac.uk/ena/data/view/ERS667592	OSD-Jun-2014	OSD71	71	OSD71_20140621T2335Z	"Bucket, plastic"	"We collected samples for prokaryotes and eukaryotes in one sampling site located in the waters of the South Pacific, offshore of Otago Peninsula. This region has been continuously monitored for more than in decade via a regular (bi)monthly sampling, but mainly colecting physicochemical data"	"research vessel, BERYL BREWIN"	Bucket and Horiba U-50 Multiparameter	Surface water from Otago coastal waters	http://store.pangaea.de/Projects/OSD_2014/OSD71_20140621T2335Z.pdf	2014-06-20T23:35	-45.7442	170.7706	2014-06-20T23:45	-45.7442	170.7706	0	UTC+12	21-06-2014T11:35:00	NZL	4621	NEWZ	Coastal - New Zealand Coastal Province	0	New Zealand Shelf	0	Otago	South Pacific Ocean	http://marineregions.org/gazetteer.php?p=details&id=1910	neritic epipelagic zone biome	http://purl.obolibrary.org/obo/ENVO_01000042	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	sea water	http://purl.obolibrary.org/obo/ENVO_00002149	NPL022	2;2;2;2;2;2	Sterivex	Particulate matter	No pre-filtration	0.22	None	-80	10.99	35.2	8.35								54.5		9.05									1.7
OSD118_2014-06-21_0.2m_NPL022	SAMEA3275531	ABOKM55	ERS667548	https://www.ebi.ac.uk/ena/data/view/ERS667548	OSD-Jun-2014	OSD118	118	OSD118_20140621T1214Z	"Bucket, plastic"	Analysis of prokaryotic diversity in surface seawater.	ENVO:00000000 SHORE	Carboy	"Near-shore, surface seawater sampled. Seawater filtered on 0.22 uM Sterivex cartridges."	http://store.pangaea.de/Projects/OSD_2014/OSD118_20140621T1214Z.pdf	2014-06-21T12:14	51.7423	-8.3112	2014-06-24T12:17	51.7423	-8.3112	0.2	UTC+00	21-06-2014T12:14:00	IRL	70	NECS	Coastal - NE Atlantic Shelves Province	0.000686768	Celtic-Biscay Shelf	52	Robert s Cove	Celtic Sea	http://marineregions.org/gazetteer.php?p=details&id=2351	neritic epipelagic zone biome	http://purl.obolibrary.org/obo/ENVO_01000042	sea	http://purl.obolibrary.org/obo/ENVO_00000016	sea water	http://purl.obolibrary.org/obo/ENVO_00002149	NPL022	3.5;2.5;4;2;3.5;2.5;2;2.5	Sterivex cartridge	particulate matter on 0.22_m filter	No pre-filtration	0.22	None	-80	18	38	8.93	5.2647	0.8065		0.5435											2.7778				
OSD9_2014-06-18_0m_NPL022	SAMEA3275637	ABOKL81	ERS667658	https://www.ebi.ac.uk/ena/data/view/ERS667658	OSD-Jun-2014	OSD9	9	OSD9_20140618T0418Z	"Bucket, plastic"	"The San Pedro Ocean Time-series station, or SPOT, is a long term study of the microbial and biogeochemical cycles in the San Pedro Basin off Southern California. Sampling for Ocean Sampling Day in June 2014 was performed at the SPOT station to maintain continuity and a broader ecological context for the solstice day. Many marine sites around the globe conducted sampling within this time frame of several days."	"research vessel, R/V Yellowfin"	5 gallon bucket	"From the sample water, five sterivex filters and five 47mm 0.8um PC filters were collected. Volumes from 4-10L. "	http://store.pangaea.de/Projects/OSD_2014/OSD9_20140618T0418Z.pdf	2014-06-18T04:18	33.55	-118.4	2014-06-18T04:27	33.55	-118.4	0	UTC-08	18-06-2014T20:18:00	USA	13383	CCAL	Coastal - California Upwelling Coastal Province	0	California Current	0	SPOTS	North Pacific Ocean	http://marineregions.org/gazetteer.php?p=details&id=1908	oceanic epipelagic zone biome	http://purl.obolibrary.org/obo/ENVO_01000035	marine wind mixed layer	http://purl.obolibrary.org/obo/ENVO_01000061	sea water	http://purl.obolibrary.org/obo/ENVO_00002149	NPL022	10;10;10;4;4;10	Sterivex cartridge	particulate matter on 0.22_m filter	No pre-filtration	0.22	None	Liquid Nitrogen	19.2	33.56					0		1269916760	2058.448	4.54		222.449			0.00476		0			0.03	
OSD42_2014-06-21_3m_NPL022	SAMEA3275608		ERS667626	https://www.ebi.ac.uk/ena/data/view/ERS667626	OSD-Jun-2014	OSD42	42	OSD42_20140621T1000Z	"Bottle, Niskin"	Samples from a meromictic lake	boat_papa Giovanni	Niskin bottle	Water	http://store.pangaea.de/Projects/OSD_2014/OSD42_20140621T1000Z.pdf	2014-06-21T10:00	38.26861	15.63708	2014-06-21T11:00	38.26861	15.63708	3	UTC+01	21-06-2014T11:00:00	ITA	0	MEDI	"Westerlies - Mediterranean Sea, Black Sea Province"	0	Mediterranean Sea	326	Faro Lake	Tyrrhenian Sea	http://marineregions.org/gazetteer.php?p=details&id=3386	marine biome	http://purl.obolibrary.org/obo/ENVO_00000447	meromictic lake	http://purl.obolibrary.org/obo/ENVO_00000199	water	http://purl.obolibrary.org/obo/ENVO_00002006	NPL022	0.7;1	Eppendorf		No pre-filtration	0.22	None	-80	20	36.8																				
