Sample ID	Sample label (BioSample)	Sample label (BioArchive)	Sample label (ENA)	URL file	Campaign	Site label	Site number	Event	Device	Comment OBJECTIVE	Comment PLATFORM	Comment DEVICE REPORTED	Comment DESCRIPTION	URI	Date/Time	Latitude	Longitude	Date/Time 2	Latitude 2	Longitude 2	Depth	TZ	Local time	"Country, closest"	"Country, distance"	"BG province, closest, abbrev"	"BG province, closest, desc"	"BG province, distance"	"LME, closest, desc"	"LME, distance"	"Locality, site"	"Locality, region"	URL ref	Biome	purl_biome	Env feature	purl_feature	Material	purl_material	Protocol Label	Quantity	Container	Content	"Size-fraction, upper thresh"	"Size-fraction, lower thresh"	"Treatment, chemicals"	"Treatment, storage"	Temp	Sal	pH	[PO4]3-	[NO3]-	POC	[NO2]-	DOC	Plank nano/micro	PAR	Cond	PP C	OXYGEN	PON	Plank meso/macro	Bact prod C	DON	[NH4]+	Si(OH)4	Turbidity	Fluorometer	Chl a
OSD106_2014-06-20_15m_NPL022	SAMEA3275541	ABOKM36	ERS667559	https://www.ebi.ac.uk/ena/data/view/ERS667559	OSD-Jun-2014	OSD106	106	OSD106_20140620T1130Z	"Bottle, unknown"	Microbial diversity	Small research vessel	Clean Water Bottles	At bottom		2014-06-20T11:30	65.9449	-22.4192	2014-06-20T12:30	65.9449	-22.4192	15	UTC+00	20-06-2014T11:30:00	ISL	1080	ARCT	Polar - Atlantic Arctic Province	0	Iceland Shelf and Sea	0	REYKIS	North Atlantic Ocean	http://marineregions.org/gazetteer.php?p=details&id=1912	marine biome	http://purl.obolibrary.org/obo/ENVO_00000447	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	sea water	http://purl.obolibrary.org/obo/ENVO_00002149	NPL022					0.22			7.5	29.2																				
OSD133_2014-06-21_0m_NPL022	SAMEA3275518	ABOKM17	ERS667532	https://www.ebi.ac.uk/ena/data/view/ERS667532	OSD-Jun-2014	OSD133	133	OSD133_20140621T0724Z	"Bottle, Niskin 5-L"	Water samples taken at surface of the Robben Island Site with a Niskin bottle and CTD profile dips taken at each site using XRX620 CTD.	Robben Island	"5L Niskin bottle, 10L plastic bottles, XRX620 CTD."	Particulate matter	http://store.pangaea.de/Projects/OSD_2014/OSD133_20140621T0724Z.pdf	2014-06-21T07:24	-33.897069	18.386825	2014-06-21T08:14	-33.93572	18.47147	0	UTC+02	21-06-2014T09:24:00	ZAF	312	EAFR	Coastal - E. Africa Coastal Province	0	Benguela Current	0	Robben Island	South Atlantic Ocean	http://marineregions.org/gazetteer.php?p=details&id=1914	marine biome	http://purl.obolibrary.org/obo/ENVO_00000447	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	sea water	http://purl.obolibrary.org/obo/ENVO_00002149	NPL022	7.5;8;8;7.5;8;8	Sterivex	particulate matter on 0.22_m filter	No pre-filtration	0.22	None	-80	15.06	35.16	6.5										95.87							0.56	6.48	
OSD144_2014-06-24_0m_NPL022	SAMEA3275508	ABOKM03	ERS667522	https://www.ebi.ac.uk/ena/data/view/ERS667522	OSD-Jun-2014	OSD144	144	OSD144_20140624T0608Z	"Bucket, plastic"	OSD	BOAT	ACID WASHED BUCKET	ACID WASHED BUCKET SCOOPED SURFACE WATER	http://store.pangaea.de/Projects/OSD_2014/OSD144_20140624T0608Z.pdf	2014-06-24T06:08	21.26882	-157.72231	2014-06-24T06:08	21.26882	-157.72231	0	UTC-10	24-06-2014T20:08:00	USA	708	NPTG	Trades - N. Pacific Tropical Gyre Province	0	Insular Pacific-Hawaiian	0	Maunalua Bay O ahu	North Pacific Ocean	http://marineregions.org/gazetteer.php?p=details&id=1908	marine biome	http://purl.obolibrary.org/obo/ENVO_00000447	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	sea water	http://purl.obolibrary.org/obo/ENVO_00002149	NPL022	3.7;3.5;3.5;3.5			No pre-filtration	0.22	None		25.8	35																				
OSD151_2014-06-21_0m_NPL022	SAMEA3282986	ABOKM33	ERS667514	https://www.ebi.ac.uk/ena/data/view/ERS667514	OSD-Jun-2014	OSD151	151	OSD151_20140621T1430Z	"Bucket, plastic"	Participation at OSD june 2014	"Zodiac, carboys"	Acid rinsed plastic Carboys	Many particles in the water	http://store.pangaea.de/Projects/OSD_2014/OSD151_20140621T1430Z.pdf	2014-06-21T14:30	-34.7	-54.266	2014-06-21T15:00	-34.7	-54.266	0	UTC-03	21-06-2014T11:30:00	URY	0	BRAZ	Coastal - Brazil Current Coastal Province	0	Patagonian Shelf	0	South Atlantic Microbial Observatory	South Atlantic Ocean	http://marineregions.org/gazetteer.php?p=details&id=1914	marine biome	http://purl.obolibrary.org/obo/ENVO_00000447	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	sea water	http://purl.obolibrary.org/obo/ENVO_00002149	NPL022	0.65;0.5;0.5;0.5;0.5	Sterivex cartridge	particulate matter on 0.22_m filter	No pre-filtration	0.22	None	-80	11.67	32.86	8.16		21.7		1.1	233.333			37.5		15.6					11.2				
OSD158_2014-06-21_0m_NPL022	SAMEA3275491	ABOKM56	ERS667500	https://www.ebi.ac.uk/ena/data/view/ERS667500	OSD-Jun-2014	OSD158	158	OSD158_20140621T1120Z	"Bucket, plastic"	Microbial environmenta Characterization	Zephirus (zodiac)	Bucket	Seawater surface water	http://store.pangaea.de/Projects/OSD_2014/OSD158_20140621T1120Z.pdf	2014-06-21T11:20	37.4328	-25.19	2014-06-21T12:00	37.4328	-25.19	0	UTC-01	21-06-2014T10:20:00	PRT	33331	NASE	Westerlies - N. Atlantic Subtropical Gyral Province (East) (STGE)	0			Sao Miguel Azores II	North Atlantic Ocean	http://marineregions.org/gazetteer.php?p=details&id=1912	marine biome	http://purl.obolibrary.org/obo/ENVO_00000447	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	sea water	http://purl.obolibrary.org/obo/ENVO_00002149	NPL022	5;5;5;5	Sterivex cartridge		No pre-filtration	0.22	None	-80	19.2	35.7	7.43								26.9		327.5							0.4		
OSD20_2014-06-20_0m_NPL022	SAMEA3275626	ABOKM41	ERS667647	https://www.ebi.ac.uk/ena/data/view/ERS667647	OSD-Jun-2014	OSD20	20	OSD20_20140620T1030Z	"Bucket, plastic"	Microbial diversity	Small research vessel	bucket	Samples were filtered onboard	http://store.pangaea.de/Projects/OSD_2014/OSD20_20140620T1030Z.pdf	2014-06-20T10:30	64.208333	-22.015	2014-06-20T10:50	64.208333	-22.015	0	UTC+00	20-06-2014T10:30:00	ISL	5090	SARC	Polar - Atlantic Subarctic Province	0	Iceland Shelf and Sea	0	Faxafloi	North Atlantic Ocean	http://marineregions.org/gazetteer.php?p=details&id=1912	marine biome	http://purl.obolibrary.org/obo/ENVO_00000447	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	sea water	http://purl.obolibrary.org/obo/ENVO_00002149	NPL022	1;1;1.7;1	Sterivex	0.2_M filtrate	No pre-filtration	0.22	None	-80	11	31.2																				
OSD20_2014-06-20_20m_NPL022	SAMEA3275627	ABOKN09	ERS667648	https://www.ebi.ac.uk/ena/data/view/ERS667648	OSD-Jun-2014	OSD20	20	OSD20_20140620T1030Z	"Bucket, plastic"	Microbial diversity	Small research vessel	bucket	Samples were filtered onboard	http://store.pangaea.de/Projects/OSD_2014/OSD20_20140620T1030Z.pdf	2014-06-20T10:30	64.208333	-22.015	2014-06-20T10:50	64.208333	-22.015	20	UTC+00	20-06-2014T10:30:00	ISL	5090	SARC	Polar - Atlantic Subarctic Province	0	Iceland Shelf and Sea	0	Faxafloi	North Atlantic Ocean	http://marineregions.org/gazetteer.php?p=details&id=1912	marine biome	http://purl.obolibrary.org/obo/ENVO_00000447	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	sea water	http://purl.obolibrary.org/obo/ENVO_00002149	NPL022	1;1;1	Sterivex	0.2_M filtrate	No pre-filtration	0.22	None	-80	11	31.2																				
OSD29_2014-06-21_0.2m_NPL022	SAMEA3275620	ABOKM97	ERS667640	https://www.ebi.ac.uk/ena/data/view/ERS667640	OSD-Jun-2014	OSD29	29	OSD29_20140621T1500Z	"Bucket, plastic"	sample microbial diversity	research vessel	acid-washed buckets	"Sample taken outside the Fort Pierce Inlet on the Atlantic ocean, in about 25  of water."	http://store.pangaea.de/Projects/OSD_2014/OSD29_20140621T1500Z.pdf	2014-06-21T15:00	27.4694	-80.283366	2014-06-21T15:15	27.4694	-80.283366	0.2	UTC-05	21-06-2014T10:00:00	USA	524	NWCS	Coastal - NW Atlantic Shelves Province	0	Southeast U.S. Continental Shelf	0	Florida	North Atlantic Ocean	http://marineregions.org/gazetteer.php?p=details&id=1912	marine biome	http://purl.obolibrary.org/obo/ENVO_00000447	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	sea water	http://purl.obolibrary.org/obo/ENVO_00002149	NPL022	4.45;3.425;3.56;3.5;2.75	Sterivex	Particulate matter	No pre-filtration	0.22	None	-80	26.9	35.7											5.6									
OSD37_2014-06-19_1m_NPL022	SAMEA3275612	ABOKL77	ERS667630	https://www.ebi.ac.uk/ena/data/view/ERS667630	OSD-Jun-2014	OSD37	37	OSD37_20140619T1311Z	"Bucket, plastic 20-L"	OSD Summer Solstice 2014.  Prokaryote samples - 6 replicate water samples of 10 Liters each (5 sterivex filters for each sample). Eukaryotic samples - 2 replicate water samples of 50 liters each (10 flat 47mm filters for each sample)	NOAA research vessel HILDEBRAND	Collected seawater with cleaned pump and hose into sterile 20 liter polypropylene carboys	particulate matter on a 0.8 um pore size 47mm polycarbonate filter from Port Everglades OSD site 37.  two replicate samples each with 10 filters (0.8 um flat polycarbonate 47mm diameter filters).	http://store.pangaea.de/Projects/OSD_2014/OSD37_20140619T1311Z.pdf	2014-06-19T13:11	26.10293	-80.09315	2014-06-19T13:24	26.10293	-80.09315	1	UTC-05	19-06-2014T08:11:00	USA	1069	NWCS	Coastal - NW Atlantic Shelves Province	0	Southeast U.S. Continental Shelf	0	Port Everglades	North Atlantic Ocean	http://marineregions.org/gazetteer.php?p=details&id=1912	marine biome	http://purl.obolibrary.org/obo/ENVO_00000447	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	sea water	http://purl.obolibrary.org/obo/ENVO_00002149	NPL022		Sterivex cartridge	particulate matter on 0.22_m filter	No pre-filtration	0.22	None	-80	27.7	33.82	8.03																	1.61		
OSD38_2014-06-20_0m_NPL022	SAMEA3275611	ABOKL79	ERS667629	https://www.ebi.ac.uk/ena/data/view/ERS667629	OSD-Jun-2014	OSD38	38	OSD38_20140620T1655Z	"Bucket, plastic 20-L"	"particulate matter on a 0.22 um pore size sterivex filter from surface of Long Key OSD site 38. Replicate prokaryote sample 1 of 5, each replicate sample consisting of 5 sterivex filters.  All prokaryotic filters (5 filters each of 5 replicate samples) from site 38 filtered 2 liters of sample. "	25-foot motor boat (Keys Marine Lab)	"Collected seawater with clean bucket by hand toss from 25 foot motor boat, transfered to sterile 20 Liter carboys on board - collected 3 20L carboys"	"particulate matter on a 0.22 um pore size sterivex filter from surface of Long Key OSD site 38. Replicate prokaryote sample 1 of 5, each replicate sample consisting of 5 sterivex filters.  All prokaryotic filters (5 filters each of 5 replicate samples) from site 38 filtered 2 liters of sample."	http://store.pangaea.de/Projects/OSD_2014/OSD38_20140620T1655Z.pdf	2014-06-20T16:55	24.7449	-80.78375	2014-06-20T17:15	24.7449	-80.78375	0	UTC-05	20-06-2014T11:55:00	USA	6942	CARB	Trades - Caribbean Province	0	Caribbean Sea	0	Long Key	North Atlantic Ocean	http://marineregions.org/gazetteer.php?p=details&id=1912	marine biome	http://purl.obolibrary.org/obo/ENVO_00000447	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	sea water	http://purl.obolibrary.org/obo/ENVO_00002149	NPL022	2;2;2;2;2	Sterivex	0.22 _m particulates	No pre-filtration	0.22	None	-80	29.6	36.25	7.89																	0.23		
OSD43_2014-06-21_0m_NPL022	SAMEA3275607	ABOKM27	ERS667625	https://www.ebi.ac.uk/ena/data/view/ERS667625	OSD-Jun-2014	OSD43	43	OSD43_20140621T1849Z	"Bucket, plastic"	"The Scripps pier site is a major long term coastal sampling site on the west coast of the USA. It is managed by Scripps Institution of Oceanography, UCSD and is part of the NSF-funded California Current LTER. Oceanographic parameters and the abundance of different phytoplankton taxa, from harmful algae to cyanobacteria, are regularly monitored. The ocean sampling day samples were obtained as a collaboration of SIO, NOAA, and JCVI, and with accompanying metadata will help further our understanding of ecosystem dynamics at this site by providing a snap shot of diversity at the molecular level.The Scripps pier site has been a major long term coastal sampling site on the west coast of the USA since the 1920s."	"Coastal Structure, Ellen Browning Scripps Pier"	"Bucket, YSI"	Below is sterivex filters. We also did NE08 protocol but having difficulty entering data.	http://store.pangaea.de/Projects/OSD_2014/OSD43_20140621T1849Z.pdf	2014-06-21T18:49	32.86698	-117.25725	2014-06-21T20:25	32.86698	-117.25725	0	UTC-08	21-06-2014T10:49:00	USA	402	CCAL	Coastal - California Upwelling Coastal Province	0	California Current	0	SIO Pier	North Pacific Ocean	http://marineregions.org/gazetteer.php?p=details&id=1908	marine biome	http://purl.obolibrary.org/obo/ENVO_00000447	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	sea water	http://purl.obolibrary.org/obo/ENVO_00002149	NPL022	1.7;1.7;1.7;1.7;1.7;1.7	Sterivex	particulate matter on 0.22_m filter	No pre-filtration	0.22	None	-80	20.04	33.54	7.92	0.18	0.07		0.02	83.9			51.064		257.73					0	0.5		0.96	
OSD54_2014-06-21_1m_NPL022	SAMEA3275588	ABOKL91	ERS667606	https://www.ebi.ac.uk/ena/data/view/ERS667606	OSD-Jun-2014	OSD54	54	OSD54_20140621T1545Z	"Bottle, Niskin 5-L"	"Sampling at 1m from floating dockat Dept.of Marine Resources, Maine"	Floating Dock	Niskin	not prefiltered	http://store.pangaea.de/Projects/OSD_2014/OSD54_20140621T1545Z.pdf	2014-06-21T15:45	43.8444	-69.6409	2014-06-21T16:30	43.8444	-69.6409	1	UTC-05	21-06-2014T10:45:00	USA	189	NWCS	Coastal - NW Atlantic Shelves Province	0	Northeast U.S. Continental Shelf	0	Maine Booth Bay	North Atlantic Ocean	http://marineregions.org/gazetteer.php?p=details&id=1912	marine biome	http://purl.obolibrary.org/obo/ENVO_00000447	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	sea water	http://purl.obolibrary.org/obo/ENVO_00002149	NPL022	3.05;3.38;3.1;3.27;3.33;3.22	Sterivex cartridge	Particulate matter	No pre-filtration	0.22	None	-80	11.9	31																				
OSD55_2014-06-21_1m_NPL022	SAMEA3275586	ABOKM64	ERS667604	https://www.ebi.ac.uk/ena/data/view/ERS667604	OSD-Jun-2014	OSD55	55	OSD55_20140621T1630Z	"Bottle, Niskin 3-L"	"OSD sampling from Maine USA, Damariscotta River"	Floating Dock	3 L Niskin Bottle	OSD 55 Maine Damariscotta River - Prokaryotic sample collection using 0.22 um sterivex cartridges	http://store.pangaea.de/Projects/OSD_2014/OSD55_20140621T1630Z.pdf	2014-06-21T16:30	43.8604	-69.5781	2014-06-21T17:37	43.8604	-69.5781	1	UTC-05	21-06-2014T11:30:00	USA	0	NWCS	Coastal - NW Atlantic Shelves Province	0	Northeast U.S. Continental Shelf	758	Maine Damariscotta River	North Atlantic Ocean	http://marineregions.org/gazetteer.php?p=details&id=1912	marine biome	http://purl.obolibrary.org/obo/ENVO_00000447	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	sea water	http://purl.obolibrary.org/obo/ENVO_00002149	NPL022					0.22			12.5	32																				
OSD56_2014-06-24_0m_NPL022	SAMEA3275585	ABOKL67	ERS667603	https://www.ebi.ac.uk/ena/data/view/ERS667603	OSD-Jun-2014	OSD56	56	OSD56_20140624T0720Z	"Bucket, plastic"	OSD	boat	acid washed bucket	scooped surface water with acid washed bucket	http://store.pangaea.de/Projects/OSD_2014/OSD56_20140624T0720Z.pdf	2014-06-24T07:20	21.2888	-156.86362	2014-06-24T07:20	21.2888	-156.86362	0	UTC-10	24-06-2014T21:20:00	USA	13169	NPTG	Trades - N. Pacific Tropical Gyre Province	0	Insular Pacific-Hawaiian	0	Hawaii Kakaako	North Pacific Ocean	http://marineregions.org/gazetteer.php?p=details&id=1908	marine biome	http://purl.obolibrary.org/obo/ENVO_00000447	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	sea water	http://purl.obolibrary.org/obo/ENVO_00002149	NPL022	2;4;4.5;4.5			No pre-filtration	0.22	None		26.06	35																				
OSD57_2014-06-24_0m_NPL022	SAMEA3275584	ABOKL64	ERS667602	https://www.ebi.ac.uk/ena/data/view/ERS667602	OSD-Jun-2014	OSD57	57	OSD57_20140624T0738Z	"Bucket, plastic"	OSD	boat	acid washed bucket	scooped surface water with acid washed bucket	http://store.pangaea.de/Projects/OSD_2014/OSD57_20140624T0738Z.pdf	2014-06-24T07:38	21.28656	-157.84351	2014-06-24T07:38	21.28656	-157.84351	0	UTC-10	24-06-2014T21:38:00	USA	0	NPTG	Trades - N. Pacific Tropical Gyre Province	0	Insular Pacific-Hawaiian	0	Hawaii Oahu	North Pacific Ocean	http://marineregions.org/gazetteer.php?p=details&id=1908	marine biome	http://purl.obolibrary.org/obo/ENVO_00000447	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	sea water	http://purl.obolibrary.org/obo/ENVO_00002149	NPL022	1;1.8;1.75;1.8;1.7			No pre-filtration	0.22	None		27.58	34																				
OSD61_2014-06-21_0.5m_NPL022	SAMEA3275581	ABOKL94	ERS667599	https://www.ebi.ac.uk/ena/data/view/ERS667599	OSD-Jun-2014	OSD61	61	OSD61_20140621T2108Z	"Bucket, plastic"	"Sampling the surface water for microbial community characterization in the Vineyard Sound off a dock in Woods Hole, MA."	Dock	Bucket	We filled ten 2L plastic containers containers with ocean surface water. We planned to filter 4 liters of ocean water through 5 different sterivex filters. The bucket and all plastic containers used for sampling were 10% HCl acid washed and were rinsed with DI water before sampling.	http://store.pangaea.de/Projects/OSD_2014/OSD61_20140621T2108Z.pdf	2014-06-21T21:08	41.524467	-70.672174	2014-06-21T21:43	41.524467	-70.672174	0.5	UTC-05	21-06-2014T16:08:00	USA	0	NWCS	Coastal - NW Atlantic Shelves Province	0	Northeast U.S. Continental Shelf	0	Vineyard Sound	North Atlantic Ocean	http://marineregions.org/gazetteer.php?p=details&id=1912	marine biome	http://purl.obolibrary.org/obo/ENVO_00000447	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	sea water	http://purl.obolibrary.org/obo/ENVO_00002149	NPL022	2.5;2.5;2.5;2.43;2.5	Sterivex	Particulate matter	No pre-filtration	0.22	None	-20	19.2	30.7											7.38									
OSD81_2014-06-21_0m_NPL022	SAMEA3275561	ABOKL82	ERS667579	https://www.ebi.ac.uk/ena/data/view/ERS667579	OSD-Jun-2014	OSD81	81	OSD81_20140621T1058Z	"Bucket, plastic 5-L"	"Comparative study of microbial diversity and function in ocean (site OSD153) versus coastal lagoon (site OSD81) waters representing unique ecosystems located in southern Portugal. These samples make part of a larger research initiative that will tackle the microbial biogeography along the Portuguese coast, extending to its oceanic archipelagos (i.e. Madeira and Azores)."	Boat	"5L Plastic water Gallons, Disinfected"	Surface water from the coastal Lagoon Ria Formosa. Five samples were taken foe amplicon and metagenomic sequencing.	http://store.pangaea.de/Projects/OSD_2014/OSD81_20140621T1058Z.pdf	2014-06-21T10:58	37.005053	-7.973119	2014-06-21T11:20	37.005053	-7.973119	0	UTC+00	21-06-2014T10:58:00	PRT	407	CNRY	Coastal - Canary Coastal Province (EACB)	0	Iberian Coastal	0	Ria Formosa Lagoon	North Atlantic Ocean	http://marineregions.org/gazetteer.php?p=details&id=1912	marine biome	http://purl.obolibrary.org/obo/ENVO_00000447	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	sea water	http://purl.obolibrary.org/obo/ENVO_00002149	NPL022	2.7;2.5;2;2.5;3	Sterivex	Particulate matter	No pre-filtration	0.22	None	-80	22.2	34.3	7.99										7.86					1.154				
OSD96_2014-06-21_0m_NPL022	SAMEA3275553	ABOKM10	ERS667571	https://www.ebi.ac.uk/ena/data/view/ERS667571	OSD-Jun-2014	OSD96	96	OSD96_20140621T1250Z	"Bucket, plastic"	Microbial environment characterization	Zephirus (zodiac)	Bucket	Seawater surface water	http://store.pangaea.de/Projects/OSD_2014/OSD96_20140621T1250Z.pdf	2014-06-21T12:50	37.4257	-25.3156	2014-06-21T13:10	37.4257	-25.3156	0	UTC-01	21-06-2014T11:50:00	PRT	31844	NASE	Westerlies - N. Atlantic Subtropical Gyral Province (East) (STGE)	0			Sao Miguel Azores I	North Atlantic Ocean	http://marineregions.org/gazetteer.php?p=details&id=1912	marine biome	http://purl.obolibrary.org/obo/ENVO_00000447	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	sea water	http://purl.obolibrary.org/obo/ENVO_00002149	NPL022	5;5;5;5;5	Sterivex cartridge		No pre-filtration	0.22	None	-80	18.5	35	7.6								27.9		9.02									
OSD98_2014-06-21_0.5m_NPL022	SAMEA3275551	ABOKM60	ERS667569	https://www.ebi.ac.uk/ena/data/view/ERS667569	OSD-Jun-2014	OSD98	98	OSD98_20140621T1240Z	"Bucket, plastic"	Water sample from dock in Urzelina for microbial community	from shore	bucket	surface water	http://store.pangaea.de/Projects/OSD_2014/OSD98_20140621T1240Z.pdf	2014-06-21T12:40	38.64	-28.13	2014-06-21T12:40	38.64	-28.13	0.5	UTC-01	21-06-2014T11:40:00	PRT	179	NASE	Westerlies - N. Atlantic Subtropical Gyral Province (East) (STGE)	0.0127227			Sao Jorge Azores	North Atlantic Ocean	http://marineregions.org/gazetteer.php?p=details&id=1912	marine biome	http://purl.obolibrary.org/obo/ENVO_00000447	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	sea water	http://purl.obolibrary.org/obo/ENVO_00002149	NPL022	5.5;5.4;5.5;5.3;4.8	Sterivex		No pre-filtration	0.22	None	-20	18.7	35.6																				
OSD124_2014-06-21_5m_NPL022	SAMEA3275527	ABOKM72	ERS667541	https://www.ebi.ac.uk/ena/data/view/ERS667541	OSD-Jun-2014	OSD124	124	OSD124_20140621T0325Z		Marine biome and virome	Vessel at fixed position	Not reported	"In this site, the ocean water and coastal water is sporadically interchanged."	http://store.pangaea.de/Projects/OSD_2014/OSD124_20140621T0325Z.pdf	2014-06-21T03:25	34.32444	135.12083	2014-06-21T03:40	34.32444	135.12083	5	UTC+09	21-06-2014T12:25:00	JPN	422	KURO	Westerlies - Kuroshio Current Province	0	Kuroshio Current	0	Osaka Bay	Japan Sea	http://marineregions.org/gazetteer.php?p=details&id=4307	marine biome	http://purl.obolibrary.org/obo/ENVO_00000447	sea	http://purl.obolibrary.org/obo/ENVO_00000016	sea water	http://purl.obolibrary.org/obo/ENVO_00002149	NPL022					0.22			21.15	33.19																				
OSD125_2014-06-21_0m_NPL022	SAMEA3275526	ABOKM38	ERS667540	https://www.ebi.ac.uk/ena/data/view/ERS667540	OSD-Jun-2014	OSD125	125	OSD125_20140621T1300Z	"Bucket, plastic"	Sampling for OSD	Pier	Bucket and Rope/Horiba	Surface water sampling for OSD	http://store.pangaea.de/Projects/OSD_2014/OSD125_20140621T1300Z.pdf	2014-06-21T13:00	55.03306	-1.43278	2014-06-21T16:55	55.03306	-1.43278	0	UTC+00	21-06-2014T13:00:00	GBR	0	NECS	Coastal - NE Atlantic Shelves Province	0	North Sea	123	Dove Marine Laboratory Cullercoats Beach	North Sea	http://marineregions.org/gazetteer.php?p=details&id=2350	marine biome	http://purl.obolibrary.org/obo/ENVO_00000447	sea	http://purl.obolibrary.org/obo/ENVO_00000016	sea water	http://purl.obolibrary.org/obo/ENVO_00002149	NPL022	1;1;1;1;1;1	Sterivex		No pre-filtration	0.22	None		16.04	26.4	8.5								35.2		50							13.5		
OSD145_2014-06-21_0m_NPL022	SAMEA3275507	ABOKM62	ERS667521	https://www.ebi.ac.uk/ena/data/view/ERS667521	OSD-Jun-2014	OSD145	145	OSD145_20140621T1045Z	"Bottle, unknown 2-L"	Contribute as organized citizen scientist group to OSD.	"Self-propelled small boat, Macilk"	Sterile flask from surface water	"OSD145stationBlankenbergeSelf-propelled small boat, MacilkNiskin2014-06-21T11:45:00Z"	http://store.pangaea.de/Projects/OSD_2014/OSD145_20140621T1045Z.pdf	2014-06-21T10:45	51.361369	3.118856	2014-06-21T11:05	51.361369	3.118856	0	UTC+01	21-06-2014T11:45:00	BEL	4528	NECS	Coastal - NE Atlantic Shelves Province	0	North Sea	0	North Sea - Blankenberge	North Sea	http://marineregions.org/gazetteer.php?p=details&id=2350	marine biome	http://purl.obolibrary.org/obo/ENVO_00000447	sea	http://purl.obolibrary.org/obo/ENVO_00000016	sea water	http://purl.obolibrary.org/obo/ENVO_00002149	NPL022			particulate matter on 0.22_m filter	No pre-filtration	0.22	None	"Stored immediatly on dry ice , 16h at -24 and later at -86"	17	100																				
OSD146_2014-06-21_5m_NPL022	SAMEA3275506	ABOKL87	ERS667520	https://www.ebi.ac.uk/ena/data/view/ERS667520	OSD-Jun-2014	OSD146	146	OSD146_20140621T0542Z	CTD/Rosette	"OSD sampling 2014 Fram Strait, Arctic Ocean"	RV Polarstern	CTD rosette	water sample obtained with CTD rosette	http://store.pangaea.de/Projects/OSD_2014/OSD146_20140621T0542Z.pdf	2014-06-21T05:42	78.453333	-2.829667	2014-06-21T06:29	78.453333	-2.829667	5	UTC+00	21-06-2014T05:42:00	SJM	295570	ARCT	Polar - Atlantic Arctic Province	0	Greenland Sea	0	Fram Strait	Greenland Sea	http://marineregions.org/gazetteer.php?p=details&id=2356	marine biome	http://purl.obolibrary.org/obo/ENVO_00000447	sea	http://purl.obolibrary.org/obo/ENVO_00000016	sea water	http://purl.obolibrary.org/obo/ENVO_00002149	NPL022	2;2;2;2;2;2	Sterivex		No pre-filtration	0.22	None	-80	-1.61	33.78		0.85	5.4		0.08				26.78		358.41					3.26	3.8			
OSD159_2014-06-19_2m_NPL022	SAMEA3275490	ABOKM25	ERS667499	https://www.ebi.ac.uk/ena/data/view/ERS667499	OSD-Jun-2014	OSD159	159	OSD159_20140621T1000Z	"Bottle, Niskin 8-L"	Prokaryotes and Eukaryotes	Brest-Somlit Station.	Niskin Bottle 8 Liters	Sea Water collected using a Niskin bottle.	http://store.pangaea.de/Projects/OSD_2014/OSD159_20140621T1000Z.pdf	2014-06-19T10:00	48.359	-4.552	2014-06-19T10:45	48.359	-4.552	2	UTC+01	19-06-2014T11:00:00	FRA	462	NECS	Coastal - NE Atlantic Shelves Province	0.013803238	Celtic-Biscay Shelf	0	Brest-SOMLIT	Celtic Sea	http://marineregions.org/gazetteer.php?p=details&id=2351	marine biome	http://purl.obolibrary.org/obo/ENVO_00000447	sea	http://purl.obolibrary.org/obo/ENVO_00000016	sea water	http://purl.obolibrary.org/obo/ENVO_00002149	NPL022	4;4;4;4;4	5 liters polypropene bottle	Sea water	No pre-filtration	0.22	None	-80	16	34.78	8.1	0.034	0.274	169.98	0.03			1341			239.48	31.06				0.285	1.664			1
