SampleID_Tara	SampleID_NCBI	SampleID_SRA	Station label	Event label	Environmental feature	"Depth, nominal"	"Depth, top/min"	"Depth, bottom/max"	"Size fraction, lower threshold"	"Size fraction, upper threshold"	Sample material	Sample method	Sample code/label	File name	Distance	Duration(ISO)	Number of observations	Nitrite_min	Nitrite_first_quartile	Nitrite_median	Nitrite_third_quartile	Nitrite_max	Phosphate_min	Phosphate_first_quartile	Phosphate_median	Phosphate_third_quartile	Phosphate_max	Nitrate and Nitrite_min	Nitrate and Nitrite_first_quartile	Nitrate and Nitrite_median	Nitrate and Nitrite_third_quartile	Nitrate and Nitrite_max	Silicate_min	Silicate_first_quartile	Silicate_median	Silicate_third_quartile	Silicate_max
TARA_N000001996	SAMEA2656975	ERS492763	TARA_123	TARA_20110731T2307Z_123_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	3	7	20	180	TARA_123_SRF_20-180	SEQ-(500mL-or-15min)_N20-180	TARA_20110731T2307Z_123_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N20-180_N000001996	"tara_20110731t2007z_123_event_cast,tara_20110731t1725z_123_event_cast"	0.35772-0.53921	P00DT03H00M	1	0.14425	0.14425	0.14425	0.14425	0.14425	0.53495	0.53495	0.53495	0.53495	0.53495	4.9015	4.9015	4.9015	4.9015	4.9015	2.2205	2.2205	2.2205	2.2205	2.2205
TARA_N000001998	SAMEA2657005	ERS492757	TARA_123	TARA_20110731T2041Z_123_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	3	7	180	2000	TARA_123_SRF_180-2000	SEQ-(500mL-or-15min)_N180-2000	TARA_20110731T2041Z_123_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N180-2000_N000001998	"tara_20110731t2007z_123_event_cast,tara_20110731t1725z_123_event_cast"	1.5435-2.0161	P00DT00H34M	1	0.14425	0.14425	0.14425	0.14425	0.14425	0.53495	0.53495	0.53495	0.53495	0.53495	4.9015	4.9015	4.9015	4.9015	4.9015	2.2205	2.2205	2.2205	2.2205	2.2205
TARA_N000001994	SAMEA2657109	ERS492751	TARA_123	TARA_20110731T1916Z_123_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	3	7	5	20	TARA_123_SRF_5-20	SEQ-(500mL-or-15min)_N5-20	TARA_20110731T1916Z_123_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N5-20_N000001994	"tara_20110731t2007z_123_event_cast,tara_20110731t1725z_123_event_cast"	2.8779-3.6928	P00DT00H50M	1	0.14425	0.14425	0.14425	0.14425	0.14425	0.53495	0.53495	0.53495	0.53495	0.53495	4.9015	4.9015	4.9015	4.9015	4.9015	2.2205	2.2205	2.2205	2.2205	2.2205
TARA_N000001972	SAMEA2622719	ERS492742	TARA_123	TARA_20110731T1720Z_123_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.8	0.8	TARA_123_SRF_0.8->	SEQ-(100L-or-15min)_W>0.8	TARA_20110731T1720Z_123_EVENT_PUMP_SRF_(5m)_SEQ-(100L-or-15min)_W>0.8_N000001972	"tara_20110731t1725z_123_event_cast,tara_20110731t2007z_123_event_cast"	0.11502-0.71357	P00DT00H04M	1	0.14425	0.14425	0.14425	0.14425	0.14425	0.53495	0.53495	0.53495	0.53495	0.53495	4.9015	4.9015	4.9015	4.9015	4.9015	2.2205	2.2205	2.2205	2.2205	2.2205
TARA_N000001992	SAMEA2622717	ERS492740	TARA_123	TARA_20110731T1720Z_123_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.8	5	TARA_123_SRF_0.8-5	SEQ-(100L-or-15min)_W0.8-5	TARA_20110731T1720Z_123_EVENT_PUMP_SRF_(5m)_SEQ-(100L-or-15min)_W0.8-5_N000001992	"tara_20110731t1725z_123_event_cast,tara_20110731t2007z_123_event_cast"	0.11502-0.71357	P00DT00H04M	1	0.14425	0.14425	0.14425	0.14425	0.14425	0.53495	0.53495	0.53495	0.53495	0.53495	4.9015	4.9015	4.9015	4.9015	4.9015	2.2205	2.2205	2.2205	2.2205	2.2205
TARA_N000001950	SAMEA2657026	ERS492723	TARA_122	TARA_20110729T0157Z_122_EVENT_NET	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	115	112	117	5	20	TARA_122_DCM_5-20	SEQ-(500mL-or-15min)_N5-20	TARA_20110729T0157Z_122_EVENT_NET_DCM_(115m)_SEQ-(500mL-or-15min)_N5-20_N000001950	tara_20110726t2114z_122_event_cast	17.27	P02DT04H44M	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_N000001952	SAMEA2657064	ERS492719	TARA_122	TARA_20110728T2142Z_122_EVENT_NET	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	115	112	117	20	180	TARA_122_DCM_20-180	SEQ-(500mL-or-15min)_N20-180	TARA_20110728T2142Z_122_EVENT_NET_DCM_(115m)_SEQ-(500mL-or-15min)_N20-180_N000001952	tara_20110726t2114z_122_event_cast	2.5441	P02DT00H29M	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_N000001954	SAMEA2657075	ERS492715	TARA_122	TARA_20110728T2028Z_122_EVENT_NET	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	115	112	117	180	2000	TARA_122_DCM_180-2000	SEQ-(500mL-or-15min)_N180-2000	TARA_20110728T2028Z_122_EVENT_NET_DCM_(115m)_SEQ-(500mL-or-15min)_N180-2000_N000001954	tara_20110726t2114z_122_event_cast	6.2302	P01DT23H15M	2	0.084833	0.084833	0.092792	0.10075	0.10075	0.580417	0.580417	0.582933	0.58545	0.58545	2.557	2.557	2.67775	2.7985	2.7985	1.8015	1.8015	1.907042	2.012583	2.012583
TARA_N000001948	SAMEA2622699	ERS492708	TARA_122	TARA_20110728T1718Z_122_Combined-EVENTS_CAST	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	115	112	117	0.8	5	TARA_122_DCM_0.8-5	SEQ-(100L-or-15min)_W0.8-5	TARA_20110728T1718Z_122_Combined-EVENTS_CAST_DCM_(115m)_SEQ-(100L-or-15min)_W0.8-5_N000001948	"tara_20110726t2114z_122_event_cast,tara_20110726t1739z_122_event_cast"	6.9563-8.2893	P01DT20H02M	2	0.084833	0.084833	0.092792	0.10075	0.10075	0.580417	0.580417	0.582933	0.58545	0.58545	2.557	2.557	2.67775	2.7985	2.7985	1.8015	1.8015	1.907042	2.012583	2.012583
TARA_N000001943	SAMEA2657070	ERS492669	TARA_122	TARA_20110727T0127Z_122_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	3	7	5	20	TARA_122_SRF_5-20	SEQ-(500mL-or-15min)_N5-20	TARA_20110727T0127Z_122_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N5-20_N000001943	"tara_20110726t2114z_122_event_cast,tara_20110726t1739z_122_event_cast"	7.5394-8.7238	P00DT04H14M	1	0.11925	0.11925	0.11925	0.11925	0.11925	0.56795	0.56795	0.56795	0.56795	0.56795	5.456	5.456	5.456	5.456	5.456	2.1905	2.1905	2.1905	2.1905	2.1905
TARA_N000001941	SAMEA2657094	ERS492662	TARA_122	TARA_20110726T2330Z_122_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	3	7	20	180	TARA_122_SRF_20-180	SEQ-(500mL-or-15min)_N20-180	TARA_20110726T2330Z_122_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N20-180_N000001941	"tara_20110726t2114z_122_event_cast,tara_20110726t1739z_122_event_cast"	1.1323-1.9489	P00DT02H17M	1	0.11925	0.11925	0.11925	0.11925	0.11925	0.56795	0.56795	0.56795	0.56795	0.56795	5.456	5.456	5.456	5.456	5.456	2.1905	2.1905	2.1905	2.1905	2.1905
TARA_N000001942	SAMEA2657010	ERS492658	TARA_122	TARA_20110726T2142Z_122_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	3	7	180	2000	TARA_122_SRF_180-2000	SEQ-(500mL-or-15min)_N180-2000	TARA_20110726T2142Z_122_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N180-2000_N000001942	"tara_20110726t2114z_122_event_cast,tara_20110726t1739z_122_event_cast"	0.70611-1.6784	P00DT00H29M	1	0.11925	0.11925	0.11925	0.11925	0.11925	0.56795	0.56795	0.56795	0.56795	0.56795	5.456	5.456	5.456	5.456	5.456	2.1905	2.1905	2.1905	2.1905	2.1905
TARA_N000001938	SAMEA2622661	ERS492651	TARA_122	TARA_20110726T1710Z_122_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.8	5	TARA_122_SRF_0.8-5	SEQ-(100L-or-15min)_W0.8-5	TARA_20110726T1710Z_122_EVENT_PUMP_SRF_(5m)_SEQ-(100L-or-15min)_W0.8-5_N000001938	"tara_20110726t1739z_122_event_cast,tara_20110726t2114z_122_event_cast"	0.62988-2.0075	P00DT00H24M	1	0.11925	0.11925	0.11925	0.11925	0.11925	0.56795	0.56795	0.56795	0.56795	0.56795	5.456	5.456	5.456	5.456	5.456	2.1905	2.1905	2.1905	2.1905	2.1905
TARA_N000001937	SAMEA2622660	ERS492650	TARA_122	TARA_20110726T1710Z_122_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.8	0.8	TARA_122_SRF_0.8->	SEQ-(100L-or-15min)_W>0.8	TARA_20110726T1710Z_122_EVENT_PUMP_SRF_(5m)_SEQ-(100L-or-15min)_W>0.8_N000001937	"tara_20110726t1739z_122_event_cast,tara_20110726t2114z_122_event_cast"	0.62988-2.0075	P00DT00H24M	1	0.11925	0.11925	0.11925	0.11925	0.11925	0.56795	0.56795	0.56795	0.56795	0.56795	5.456	5.456	5.456	5.456	5.456	2.1905	2.1905	2.1905	2.1905	2.1905
TARA_N000001824	SAMEA2656980	ERS492404	TARA_111	TARA_20110601T2220Z_111_EVENT_NET	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	90	88	92	20	180	TARA_111_DCM_20-180	SEQ-(500mL-or-15min)_N20-180	TARA_20110601T2220Z_111_EVENT_NET_DCM_(90m)_SEQ-(500mL-or-15min)_N20-180_N000001824	"tara_20110531t1803z_111_event_cast,tara_20110531t1416z_111_event_cast"	4.3014-5.5195	P01DT04H20M	3	0.0835	0.113375	0.203	0.536375	0.6475	0.4375	0.438875	0.443	0.4505	0.453	0.931	1.003625	1.2215	1.461875	1.542	0.829	0.853875	0.9285	0.93075	0.9315
TARA_N000001828	SAMEA2657019	ERS492400	TARA_111	TARA_20110601T2156Z_111_EVENT_NET	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	90	88	92	180	2000	TARA_111_DCM_180-2000	SEQ-(500mL-or-15min)_N180-2000	TARA_20110601T2156Z_111_EVENT_NET_DCM_(90m)_SEQ-(500mL-or-15min)_N180-2000_N000001828	"tara_20110531t1803z_111_event_cast,tara_20110531t1416z_111_event_cast"	4.3261-5.242	P01DT03H56M	3	0.0835	0.113375	0.203	0.536375	0.6475	0.4375	0.438875	0.443	0.4505	0.453	0.931	1.003625	1.2215	1.461875	1.542	0.829	0.853875	0.9285	0.93075	0.9315
TARA_N000001820	SAMEA2622490	ERS492369	TARA_111	TARA_20110531T2030Z_111_Combined-EVENTS_CAST	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	90	86	95	5	20	TARA_111_DCM_5-20	SEQ-(500mL-or-15min)_W5-20	TARA_20110531T2030Z_111_Combined-EVENTS_CAST_DCM_(90m)_SEQ-(500mL-or-15min)_W5-20_N000001820	"tara_20110531t1803z_111_event_cast,tara_20110531t1416z_111_event_cast"	4.1266-4.776	P00DT02H28M	3	0.0835	0.113375	0.203	0.536375	0.6475	0.4375	0.438875	0.443	0.4505	0.453	0.931	1.003625	1.2215	1.461875	1.542	0.829	0.853875	0.9285	0.93075	0.9315
TARA_N000001816	SAMEA2622489	ERS492368	TARA_111	TARA_20110531T2030Z_111_Combined-EVENTS_CAST	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	90	86	95	0.8	5	TARA_111_DCM_0.8-5	SEQ-(100L-or-15min)_W0.8-5	TARA_20110531T2030Z_111_Combined-EVENTS_CAST_DCM_(90m)_SEQ-(100L-or-15min)_W0.8-5_N000001816	"tara_20110531t1803z_111_event_cast,tara_20110531t1416z_111_event_cast"	4.1266-4.776	P00DT02H28M	3	0.0835	0.113375	0.203	0.536375	0.6475	0.4375	0.438875	0.443	0.4505	0.453	0.931	1.003625	1.2215	1.461875	1.542	0.829	0.853875	0.9285	0.93075	0.9315
TARA_N000001814	SAMEA2622487	ERS492366	TARA_111	TARA_20110531T2030Z_111_Combined-EVENTS_CAST	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	90	86	95	0.8	0.8	TARA_111_DCM_0.8->	SEQ-(100L-or-15min)_W>0.8	TARA_20110531T2030Z_111_Combined-EVENTS_CAST_DCM_(90m)_SEQ-(100L-or-15min)_W>0.8_N000001814	"tara_20110531t1803z_111_event_cast,tara_20110531t1416z_111_event_cast"	4.1266-4.776	P00DT02H28M	3	0.0835	0.113375	0.203	0.536375	0.6475	0.4375	0.438875	0.443	0.4505	0.453	0.931	1.003625	1.2215	1.461875	1.542	0.829	0.853875	0.9285	0.93075	0.9315
TARA_N000001826	SAMEA2656988	ERS492349	TARA_111	TARA_20110531T1708Z_111_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	3	7	180	2000	TARA_111_SRF_180-2000	SEQ-(500mL-or-15min)_N180-2000	TARA_20110531T1708Z_111_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N180-2000_N000001826	"tara_20110531t1803z_111_event_cast,tara_20110531t1416z_111_event_cast"	2.4153-6.4968	P00DT00H51M	1	0.0415	0.0415	0.0415	0.0415	0.0415	0.5	0.5	0.5	0.5	0.5	2.676	2.676	2.676	2.676	2.676	1.0325	1.0325	1.0325	1.0325	1.0325
TARA_N000001823	SAMEA2657036	ERS492344	TARA_111	TARA_20110531T1541Z_111_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	3	7	20	180	TARA_111_SRF_20-180	SEQ-(500mL-or-15min)_N20-180	TARA_20110531T1541Z_111_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N20-180_N000001823	"tara_20110531t1416z_111_event_cast,tara_20110531t1803z_111_event_cast"	3.0506-5.8526	P00DT01H28M	1	0.0415	0.0415	0.0415	0.0415	0.0415	0.5	0.5	0.5	0.5	0.5	2.676	2.676	2.676	2.676	2.676	1.0325	1.0325	1.0325	1.0325	1.0325
TARA_N000001818	SAMEA2622465	ERS492334	TARA_111	TARA_20110531T1425Z_111_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	5	20	TARA_111_SRF_5-20	SEQ-(500mL-or-15min)_W5-20	TARA_20110531T1425Z_111_EVENT_PUMP_SRF_(5m)_SEQ-(500mL-or-15min)_W5-20_N000001818	"tara_20110531t1416z_111_event_cast,tara_20110531t1803z_111_event_cast"	0.35233-8.5493	P00DT00H12M	1	0.0415	0.0415	0.0415	0.0415	0.0415	0.5	0.5	0.5	0.5	0.5	2.676	2.676	2.676	2.676	2.676	1.0325	1.0325	1.0325	1.0325	1.0325
TARA_N000001812	SAMEA2622463	ERS492332	TARA_111	TARA_20110531T1425Z_111_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.8	5	TARA_111_SRF_0.8-5	SEQ-(100L-or-15min)_W0.8-5	TARA_20110531T1425Z_111_EVENT_PUMP_SRF_(5m)_SEQ-(100L-or-15min)_W0.8-5_N000001812	"tara_20110531t1416z_111_event_cast,tara_20110531t1803z_111_event_cast"	0.35233-8.5493	P00DT00H12M	1	0.0415	0.0415	0.0415	0.0415	0.0415	0.5	0.5	0.5	0.5	0.5	2.676	2.676	2.676	2.676	2.676	1.0325	1.0325	1.0325	1.0325	1.0325
TARA_N000001810	SAMEA2622461	ERS492330	TARA_111	TARA_20110531T1425Z_111_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.8	0.8	TARA_111_SRF_0.8->	SEQ-(100L-or-15min)_W>0.8	TARA_20110531T1425Z_111_EVENT_PUMP_SRF_(5m)_SEQ-(100L-or-15min)_W>0.8_N000001810	"tara_20110531t1416z_111_event_cast,tara_20110531t1803z_111_event_cast"	0.35233-8.5493	P00DT00H12M	1	0.0415	0.0415	0.0415	0.0415	0.0415	0.5	0.5	0.5	0.5	0.5	2.676	2.676	2.676	2.676	2.676	1.0325	1.0325	1.0325	1.0325	1.0325
TARA_N000001796	SAMEA2657076	ERS492226	TARA_109	TARA_20110513T2014Z_109_EVENT_NET	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	40	38	42	20	180	TARA_109_DCM_20-180	SEQ-(500mL-or-15min)_N20-180	TARA_20110513T2014Z_109_EVENT_NET_DCM_(40m)_SEQ-(500mL-or-15min)_N20-180_N000001796	"tara_20110512t1855z_109_event_cast,tara_20110512t1345z_109_event_cast"	2.3323-3.4612	P01DT01H21M	3	0.111	0.11575	0.13	0.185125	0.2035	0.50475	0.520375	0.56725	0.653875	0.68275	4.638	4.83525	5.427	6.690375	7.1115	3.225	3.334	3.661	4.297	4.509
TARA_N000001740	SAMEA2657103	ERS492224	TARA_109	TARA_20110513T2014Z_109_EVENT_NET	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	40	38	42	20	180	TARA_109_DCM_20-180	SEQ-(500mL-or-15min)_N20-180	TARA_20110513T2014Z_109_EVENT_NET_DCM_(40m)_SEQ-(500mL-or-15min)_N20-180_N000001740	"tara_20110512t1855z_109_event_cast,tara_20110512t1345z_109_event_cast"	2.3323-3.4612	P01DT01H21M	3	0.111	0.11575	0.13	0.185125	0.2035	0.50475	0.520375	0.56725	0.653875	0.68275	4.638	4.83525	5.427	6.690375	7.1115	3.225	3.334	3.661	4.297	4.509
TARA_N000001736	SAMEA2622347	ERS492188	TARA_109	TARA_20110512T2215Z_109_EVENT_PUMP	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	30	28	32	5	20	TARA_109_DCM_5-20	SEQ-(500mL-or-15min)_W5-20	TARA_20110512T2215Z_109_EVENT_PUMP_DCM_(30m)_SEQ-(500mL-or-15min)_W5-20_N000001736	"tara_20110512t1855z_109_event_cast,tara_20110512t1345z_109_event_cast"	2.1915-4.7915	P00DT03H22M	3	0.0895	0.094875	0.111	0.12525	0.13	0.48625	0.490875	0.50475	0.551625	0.56725	3.7445	3.967875	4.638	5.22975	5.427	2.794	2.90175	3.225	3.552	3.661
TARA_N000001732	SAMEA2622345	ERS492186	TARA_109	TARA_20110512T2215Z_109_EVENT_PUMP	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	30	28	32	0.8	5	TARA_109_DCM_0.8-5	SEQ-(100L-or-15min)_W0.8-5	TARA_20110512T2215Z_109_EVENT_PUMP_DCM_(30m)_SEQ-(100L-or-15min)_W0.8-5_N000001732	"tara_20110512t1855z_109_event_cast,tara_20110512t1345z_109_event_cast"	2.1915-4.7915	P00DT03H22M	3	0.0895	0.094875	0.111	0.12525	0.13	0.48625	0.490875	0.50475	0.551625	0.56725	3.7445	3.967875	4.638	5.22975	5.427	2.794	2.90175	3.225	3.552	3.661
TARA_N000001728	SAMEA2622343	ERS492184	TARA_109	TARA_20110512T2215Z_109_EVENT_PUMP	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	30	28	32	0.8	0.8	TARA_109_DCM_0.8->	SEQ-(100L-or-15min)_W>0.8	TARA_20110512T2215Z_109_EVENT_PUMP_DCM_(30m)_SEQ-(100L-or-15min)_W>0.8_N000001728	"tara_20110512t1855z_109_event_cast,tara_20110512t1345z_109_event_cast"	2.1915-4.7915	P00DT03H22M	3	0.0895	0.094875	0.111	0.12525	0.13	0.48625	0.490875	0.50475	0.551625	0.56725	3.7445	3.967875	4.638	5.22975	5.427	2.794	2.90175	3.225	3.552	3.661
TARA_N000001742	SAMEA2657088	ERS492169	TARA_109	TARA_20110512T1755Z_109_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	3	7	180	2000	TARA_109_SRF_180-2000	SEQ-(500mL-or-15min)_N180-2000	TARA_20110512T1755Z_109_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N180-2000_N000001742	"tara_20110512t1855z_109_event_cast,tara_20110512t1345z_109_event_cast"	2.401-7.5816	P00DT00H57M	2	0.0455	0.0455	0.0455	0.0455	0.0455	0.2865	0.2865	0.2865	0.2865	0.2865	0.8935	0.8935	0.8935	0.8935	0.8935	1.7085	1.7085	1.7085	1.7085	1.7085
TARA_N000001734	SAMEA2657063	ERS492161	TARA_109	TARA_20110512T1631Z_109_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	3	7	5	20	TARA_109_SRF_5-20	SEQ-(500mL-or-15min)_N5-20	TARA_20110512T1631Z_109_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N5-20_N000001734	"tara_20110512t1855z_109_event_cast,tara_20110512t1345z_109_event_cast"	1.1512-5.5515	P00DT02H21M	2	0.0455	0.0455	0.0455	0.0455	0.0455	0.2865	0.2865	0.2865	0.2865	0.2865	0.8935	0.8935	0.8935	0.8935	0.8935	1.7085	1.7085	1.7085	1.7085	1.7085
TARA_N000001730	SAMEA2622325	ERS492154	TARA_109	TARA_20110512T1400Z_109_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.8	5	TARA_109_SRF_0.8-5	SEQ-(100L-or-15min)_W0.8-5	TARA_20110512T1400Z_109_EVENT_PUMP_SRF_(5m)_SEQ-(100L-or-15min)_W0.8-5_N000001730	"tara_20110512t1345z_109_event_cast,tara_20110512t1855z_109_event_cast"	0.002618-5.5417	P00DT00H21M	2	0.0455	0.0455	0.0455	0.0455	0.0455	0.2865	0.2865	0.2865	0.2865	0.2865	0.8935	0.8935	0.8935	0.8935	0.8935	1.7085	1.7085	1.7085	1.7085	1.7085
TARA_N000001727	SAMEA2622324	ERS492153	TARA_109	TARA_20110512T1400Z_109_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.8	0.8	TARA_109_SRF_0.8->	SEQ-(100L-or-15min)_W>0.8	TARA_20110512T1400Z_109_EVENT_PUMP_SRF_(5m)_SEQ-(100L-or-15min)_W>0.8_N000001727	"tara_20110512t1345z_109_event_cast,tara_20110512t1855z_109_event_cast"	0.002618-5.5417	P00DT00H21M	2	0.0455	0.0455	0.0455	0.0455	0.0455	0.2865	0.2865	0.2865	0.2865	0.2865	0.8935	0.8935	0.8935	0.8935	0.8935	1.7085	1.7085	1.7085	1.7085	1.7085
TARA_N000001738	SAMEA2657008	ERS492137	TARA_109	TARA_20110512T1400Z_109_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	3	7	20	180	TARA_109_SRF_20-180	SEQ-(500mL-or-15min)_N20-180	TARA_20110512T1400Z_109_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N20-180_N000001738	"tara_20110512t1345z_109_event_cast,tara_20110512t1855z_109_event_cast"	0.33851-5.2025	P00DT00H21M	2	0.0455	0.0455	0.0455	0.0455	0.0455	0.2865	0.2865	0.2865	0.2865	0.2865	0.8935	0.8935	0.8935	0.8935	0.8935	1.7085	1.7085	1.7085	1.7085	1.7085
TARA_N000001656	SAMEA2622232	ERS492025	TARA_102	TARA_20110422T2113Z_102_EVENT_PUMP	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	40	38	42	5	20	TARA_102_DCM_5-20	SEQ-(500mL-or-15min)_W5-20	TARA_20110422T2113Z_102_EVENT_PUMP_DCM_(40m)_SEQ-(500mL-or-15min)_W5-20_N000001656	"tara_20110422t1953z_102_event_cast,tara_20110422t1517z_102_event_cast,tara_20110421t2019z_102_event_cast"	2.7093-12.5221	P00DT01H21M	1	1.202	1.202	1.202	1.202	1.202	1.8615	1.8615	1.8615	1.8615	1.8615	24.3645	24.3645	24.3645	24.3645	24.3645	10.5045	10.5045	10.5045	10.5045	10.5045
TARA_N000001652	SAMEA2622230	ERS492023	TARA_102	TARA_20110422T2113Z_102_EVENT_PUMP	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	40	38	42	0.8	5	TARA_102_DCM_0.8-5	SEQ-(100L-or-15min)_W0.8-5	TARA_20110422T2113Z_102_EVENT_PUMP_DCM_(40m)_SEQ-(100L-or-15min)_W0.8-5_N000001652	"tara_20110422t1953z_102_event_cast,tara_20110422t1517z_102_event_cast,tara_20110421t2019z_102_event_cast"	2.7093-12.5221	P00DT01H21M	1	1.202	1.202	1.202	1.202	1.202	1.8615	1.8615	1.8615	1.8615	1.8615	24.3645	24.3645	24.3645	24.3645	24.3645	10.5045	10.5045	10.5045	10.5045	10.5045
TARA_N000001648	SAMEA2622228	ERS492021	TARA_102	TARA_20110422T2113Z_102_EVENT_PUMP	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	40	38	42	0.8	0.8	TARA_102_DCM_0.8->	SEQ-(100L-or-15min)_W>0.8	TARA_20110422T2113Z_102_EVENT_PUMP_DCM_(40m)_SEQ-(100L-or-15min)_W>0.8_N000001648	"tara_20110422t1953z_102_event_cast,tara_20110422t1517z_102_event_cast,tara_20110421t2019z_102_event_cast"	2.7093-12.5221	P00DT01H21M	1	1.202	1.202	1.202	1.202	1.202	1.8615	1.8615	1.8615	1.8615	1.8615	24.3645	24.3645	24.3645	24.3645	24.3645	10.5045	10.5045	10.5045	10.5045	10.5045
TARA_N000001660	SAMEA2657087	ERS492004	TARA_102	TARA_20110422T2017Z_102_EVENT_NET	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	40	38	42	20	180	TARA_102_DCM_20-180	SEQ-(500mL-or-15min)_N20-180	TARA_20110422T2017Z_102_EVENT_NET_DCM_(40m)_SEQ-(500mL-or-15min)_N20-180_N000001660	"tara_20110422t1953z_102_event_cast,tara_20110422t1517z_102_event_cast,tara_20110421t2019z_102_event_cast"	0.17461-9.7968	P00DT00H25M	1	1.202	1.202	1.202	1.202	1.202	1.8615	1.8615	1.8615	1.8615	1.8615	24.3645	24.3645	24.3645	24.3645	24.3645	10.5045	10.5045	10.5045	10.5045	10.5045
TARA_N000001664	SAMEA2657097	ERS492000	TARA_102	TARA_20110422T1920Z_102_EVENT_NET	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	40	38	42	180	2000	TARA_102_DCM_180-2000	SEQ-(500mL-or-15min)_N180-2000	TARA_20110422T1920Z_102_EVENT_NET_DCM_(40m)_SEQ-(500mL-or-15min)_N180-2000_N000001664	"tara_20110422t1953z_102_event_cast,tara_20110422t1517z_102_event_cast,tara_20110421t2019z_102_event_cast"	1.8412-5.9586	P00DT00H31M	1	1.202	1.202	1.202	1.202	1.202	1.8615	1.8615	1.8615	1.8615	1.8615	24.3645	24.3645	24.3645	24.3645	24.3645	10.5045	10.5045	10.5045	10.5045	10.5045
TARA_N000001662	SAMEA2657072	ERS491970	TARA_102	TARA_20110421T2303Z_102_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	3	7	180	2000	TARA_102_SRF_180-2000	SEQ-(500mL-or-15min)_N180-2000	TARA_20110421T2303Z_102_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N180-2000_N000001662	"tara_20110421t2019z_102_event_cast,tara_20110422t1517z_102_event_cast,tara_20110422t1953z_102_event_cast"	1.92-6.7645	P00DT02H46M	2	0.3165	0.3165	0.3285	0.3405	0.3405	1.0035	1.0035	1.02575	1.048	1.048	12.573	12.573	12.8225	13.072	13.072	4.9905	4.9905	5.04425	5.098	5.098
