SampleID_Tara	SampleID_NCBI	SampleID_SRA	Station label	Event label	Environmental feature	"Depth, nominal"	"Size fraction, lower threshold"	"Size fraction, upper threshold"	Sample material	Sample method	Sample code/label	File name	Distance	Duration	Number of observations	pH_min	pH_first_quartile	pH_median	pH_third_quartile	pH_max	Carbon dioxide_min	Carbon dioxide_first_quartile	Carbon dioxide_median	Carbon dioxide_third_quartile	Carbon dioxide_max	"Carbon dioxide, partial pressure_min"	"Carbon dioxide, partial pressure_first_quartile"	"Carbon dioxide, partial pressure_median"	"Carbon dioxide, partial pressure_third_quartile"	"Carbon dioxide, partial pressure_max"	Fugacity of carbon dioxide in seawater_min	Fugacity of carbon dioxide in seawater_first_quartile	Fugacity of carbon dioxide in seawater_median	Fugacity of carbon dioxide in seawater_third_quartile	Fugacity of carbon dioxide in seawater_max	Bicarbonate ion_min	Bicarbonate ion_first_quartile	Bicarbonate ion_median	Bicarbonate ion_third_quartile	Bicarbonate ion_max	Carbonate ion_min	Carbonate ion_first_quartile	Carbonate ion_median	Carbonate ion_third_quartile	Carbonate ion_max	"Carbon, total_min"	"Carbon, total_first_quartile"	"Carbon, total_median"	"Carbon, total_third_quartile"	"Carbon, total_max"	"Alkalinity, total_min"	"Alkalinity, total_first_quartile"	"Alkalinity, total_median"	"Alkalinity, total_third_quartile"	"Alkalinity, total_max"	Calcite saturation state_min	Calcite saturation state_first_quartile	Calcite saturation state_median	Calcite saturation state_third_quartile	Calcite saturation state_max	Aragonite saturation state_min	Aragonite saturation state_first_quartile	Aragonite saturation state_median	Aragonite saturation state_third_quartile	Aragonite saturation state_max
TARA_N000001219	SAMEA2621698	ERS491291	TARA_089	TARA_20110127T0827Z_089_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	5	20	TARA_089_SRF_5-20	SEQ-(500mL-or-15min)_W5-20	TARA_20110127T0827Z_089_EVENT_PUMP_SRF_(5m)_SEQ-(500mL-or-15min)_W5-20_N000001219	tara_20110127t0828z_089_event_cast	0.080311	P00DT00H08M	1	8.1004	8.1004	8.1004	8.1004	8.1004	17.224289	17.224289	17.224289	17.224289	17.224289	339.927425	339.927425	339.927425	339.927425	339.927425	338.563646	338.563646	338.563646	338.563646	338.563646	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_N000001215	SAMEA2621694	ERS491287	TARA_089	TARA_20110127T0827Z_089_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	0.8		TARA_089_SRF_0.8->	SEQ-(100L-or-15min)_W>0.8	TARA_20110127T0827Z_089_EVENT_PUMP_SRF_(5m)_SEQ-(100L-or-15min)_W>0.8_N000001215	tara_20110127t0828z_089_event_cast	0.080311	P00DT00H08M	1	8.1004	8.1004	8.1004	8.1004	8.1004	17.224289	17.224289	17.224289	17.224289	17.224289	339.927425	339.927425	339.927425	339.927425	339.927425	338.563646	338.563646	338.563646	338.563646	338.563646	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_N000001201	SAMEA2621669	ERS491252	TARA_088	TARA_20110122T0838Z_088_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	5	20	TARA_088_SRF_5-20	SEQ-(500mL-or-15min)_W5-20	TARA_20110122T0838Z_088_EVENT_PUMP_SRF_(5m)_SEQ-(500mL-or-15min)_W5-20_N000001201	tara_20110122t0753z_088_event_cast	0.94418	P00DT00H38M	1	8.075765	8.075765	8.075765	8.075765	8.075765	23.479237	23.479237	23.479237	23.479237	23.479237	363.970626	363.970626	363.970626	363.970626	363.970626	362.377563	362.377563	362.377563	362.377563	362.377563	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_N000001197	SAMEA2621665	ERS491248	TARA_088	TARA_20110122T0838Z_088_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	0.8		TARA_088_SRF_0.8->	SEQ-(100L-or-15min)_W>0.8	TARA_20110122T0838Z_088_EVENT_PUMP_SRF_(5m)_SEQ-(100L-or-15min)_W>0.8_N000001197	tara_20110122t0753z_088_event_cast	0.94418	P00DT00H38M	1	8.075765	8.075765	8.075765	8.075765	8.075765	23.479237	23.479237	23.479237	23.479237	23.479237	363.970626	363.970626	363.970626	363.970626	363.970626	362.377563	362.377563	362.377563	362.377563	362.377563	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_N000001179	SAMEA2621641	ERS491219	TARA_087	TARA_20110117T1712Z_087_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	20	180	TARA_087_SRF_20-180	SEQ-(500mL-or-15min)_N20-180	TARA_20110117T1712Z_087_EVENT_PUMP_SRF_(5m)_SEQ-(500mL-or-15min)_N20-180_N000001179	tara_20110122t0753z_088_event_cast	62.4216	P04DT14H47M	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_N000001173	SAMEA2621637	ERS491215	TARA_087	TARA_20110117T1712Z_087_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	0.8		TARA_087_SRF_0.8->	SEQ-(100L-or-15min)_W>0.8	TARA_20110117T1712Z_087_EVENT_PUMP_SRF_(5m)_SEQ-(100L-or-15min)_W>0.8_N000001173	tara_20110122t0753z_088_event_cast	62.4216	P04DT14H47M	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_N000001065	SAMEA2621581	ERS491140	TARA_086	TARA_20110109T1054Z_086_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	0.8		TARA_086_SRF_0.8->	SEQ-(100L-or-15min)_W>0.8	TARA_20110109T1054Z_086_EVENT_PUMP_SRF_(5m)_SEQ-(100L-or-15min)_W>0.8_N000001065	tara_20110109t1726z_086_event_cast	4.7484	P00DT06H33M	1	8.205448	8.205448	8.205448	8.205448	8.205448	16.57286	16.57286	16.57286	16.57286	16.57286	257.737989	257.737989	257.737989	257.737989	257.737989	256.614007	256.614007	256.614007	256.614007	256.614007	0.0111	0.0111	0.012	0.0129	0.0129	0	0	0	0	0	0.0779	0.0779	0.08405	0.0902	0.0902	0	0	0.00055	0.0011	0.0011	0	0	0.00175	0.0035	0.0035	0	0	0.00045	9.00E-04	9.00E-04
TARA_N000001378	SAMEA2621472	ERS490979	TARA_083	TARA_20101216T1158Z_083_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	20	180	TARA_083_SRF_20-180	SEQ-(500mL-or-15min)_N20-180	TARA_20101216T1158Z_083_EVENT_PUMP_SRF_(5m)_SEQ-(500mL-or-15min)_N20-180_N000001378	tara_20101216t1154z_083_event_cast	1.2597	P00DT00H08M	1	8.104567	8.104567	8.104567	8.104567	8.104567	15.904469	15.904469	15.904469	15.904469	15.904469	328.760295	328.760295	328.760295	328.760295	328.760295	327.467214	327.467214	327.467214	327.467214	327.467214	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_N000000648	SAMEA2621124	ERS490405	TARA_071	TARA_20100928T0814Z_071_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	0.8		TARA_071_SRF_0.8->	SEQ-(100L-or-15min)_W>0.8	TARA_20100928T0814Z_071_EVENT_PUMP_SRF_(5m)_SEQ-(100L-or-15min)_W>0.8_N000000648	tara_20100928t0818z_071_event_cast	0.20979	P00DT00H00M	1	8.06424	8.06424	8.06424	8.06424	8.06424	11.273453	11.273453	11.273453	11.273453	11.273453	388.888815	388.888815	388.888815	388.888815	388.888815	387.646213	387.646213	387.646213	387.646213	387.646213	0	0	0	0	0	0.0154	0.0154	0.0155	0.0156	0.0156	0.0056	0.0056	0.0058	0.006	0.006	0	0	0.00055	0.0011	0.0011	0	0	0	0	0	9.00E-04	9.00E-04	0.00105	0.0012	0.0012
TARA_N000000485	SAMEA2620777	ERS489898	TARA_062	TARA_20100703T0809Z_062_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	5	20	TARA_062_SRF_5-20	SEQ-(500mL-or-15min)_W5-20	TARA_20100703T0809Z_062_EVENT_PUMP_SRF_(5m)_SEQ-(500mL-or-15min)_W5-20_N000000485	tara_20100629t0547z_058_event_cast	568.0233	P04DT02H23M	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_N000000457	SAMEA2620688	ERS489749	TARA_057	TARA_20100627T1205Z_057_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	5	20	TARA_057_SRF_5-20	SEQ-(500mL-or-15min)_W5-20	TARA_20100627T1205Z_057_EVENT_PUMP_SRF_(5m)_SEQ-(500mL-or-15min)_W5-20_N000000457	tara_20100629t0547z_058_event_cast	80.23	P01DT17H40M	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_N000000147	SAMEA2620459	ERS489379	TARA_050	TARA_20100509T0530Z_050_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	5	20	TARA_050_SRF_5-20	SEQ-(500mL-or-15min)_W5-20	TARA_20100509T0530Z_050_EVENT_PUMP_SRF_(5m)_SEQ-(500mL-or-15min)_W5-20_N000000147	tara_20100509t0537z_050_event_cast	0.79892	P00DT00H04M	1	8.062792	8.062792	8.062792	8.062792	8.062792	9.957814	9.957814	9.957814	9.957814	9.957814	374.07535	374.07535	374.07535	374.07535	374.07535	372.932825	372.932825	372.932825	372.932825	372.932825	0	0	0	0	0	0.0014	0.0014	0.0014	0.0014	0.0014	0.0013	0.0013	0.0013	0.0013	0.0013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARA_N000000119	SAMEA2620431	ERS489344	TARA_049	TARA_20100423T1010Z_049_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	0.8	20	TARA_049_SRF_0.8-20	SEQ-(100L-or-15min)_W0.8-20	TARA_20100423T1010Z_049_EVENT_PUMP_SRF_(5m)_SEQ-(100L-or-15min)_W0.8-20_N000000119	tara_20100509t0537z_050_event_cast	588.473	P15DT19H24M	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0.0048	0.0048	0.0048	0.0048	0.0048	0.0072	0.0072	0.0072	0.0072	0.0072	0	0	0	0	0	0.0013	0.0013	0.0013	0.0013	0.0013	0	0	0	0	0
TARA_A100000687	SAMEA2619734	ERS488428	TARA_021	TARA_20091115T0758Z_021_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	5	20	TARA_021_SRF_5-20	SEQ-(500mL-or-15min)_W5-20	TARA_20091115T0758Z_021_EVENT_PUMP_SRF_(5m)_SEQ-(500mL-or-15min)_W5-20_A100000687	tara_20091123t1242z_025_event_cast	283.0975	P08DT04H42M	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0.0247	0.0247	0.0247	0.0247	0.0247	0.0136	0.0136	0.0136	0.0136	0.0136	0.0012	0.0012	0.0012	0.0012	0.0012	7.00E-04	7.00E-04	7.00E-04	7.00E-04	7.00E-04	0.0022	0.0022	0.0022	0.0022	0.0022
TARA_N000003093	SAMEA2730915	ERS493931	TARA_141	TARA_20111230T1449Z_141_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	20	180	TARA_141_SRF_20-180	SEQ-(500mL-or-15min)_N20-180	TARA_20111230T1449Z_141_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N20-180_N000003093	tara_20111230t1300z_141_event_cast	2.6754	P00DT01H52M	1	8.06296	8.06296	8.06296	8.06296	8.06296	9.964816	9.964816	9.964816	9.964816	9.964816	369.57032	369.57032	369.57032	369.57032	369.57032	368.436099	368.436099	368.436099	368.436099	368.436099	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_N000003094	SAMEA2730914	ERS493930	TARA_141	TARA_20111230T1359Z_141_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	180	2000	TARA_141_SRF_180-2000	SEQ-(500mL-or-15min)_N180-2000	TARA_20111230T1359Z_141_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N180-2000_N000003094	tara_20111230t1300z_141_event_cast	10.4482	P00DT01H02M	1	8.06296	8.06296	8.06296	8.06296	8.06296	9.964816	9.964816	9.964816	9.964816	9.964816	369.57032	369.57032	369.57032	369.57032	369.57032	368.436099	368.436099	368.436099	368.436099	368.436099	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_N000003091	SAMEA2623457	ERS493925	TARA_141	TARA_20111230T1335Z_141_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	0.8	5	TARA_141_SRF_0.8-5	SEQ-(100L-or-15min)_W0.8-5	TARA_20111230T1335Z_141_EVENT_PUMP_SRF_(5m)_SEQ-(100L-or-15min)_W0.8-5_N000003091	tara_20111230t1300z_141_event_cast	0.77387	P00DT00H38M	1	8.06296	8.06296	8.06296	8.06296	8.06296	9.964816	9.964816	9.964816	9.964816	9.964816	369.57032	369.57032	369.57032	369.57032	369.57032	368.436099	368.436099	368.436099	368.436099	368.436099	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_N000003063	SAMEA2730625	ERS493908	TARA_140	TARA_20111221T2053Z_140_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	180	2000	TARA_140_SRF_180-2000	SEQ-(500mL-or-15min)_N180-2000	TARA_20111221T2053Z_140_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N180-2000_N000003063	tara_20111221t1628z_140_event_cast	2.4304	P00DT04H27M	1	8.078013	8.078013	8.078013	8.078013	8.078013	9.035155	9.035155	9.035155	9.035155	9.035155	321.70056	321.70056	321.70056	321.70056	321.70056	320.706913	320.706913	320.706913	320.706913	320.706913	0	0	0	0	0	0.012	0.012	0.01655	0.0211	0.0211	0.0392	0.0392	0.04365	0.0481	0.0481	0.0026	0.0026	0.0037	0.0048	0.0048	0.002	0.002	0.00445	0.0069	0.0069	0.0049	0.0049	0.0054	0.0059	0.0059
TARA_N000003061	SAMEA2730909	ERS493903	TARA_140	TARA_20111221T1853Z_140_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	20	180	TARA_140_SRF_20-180	SEQ-(500mL-or-15min)_N20-180	TARA_20111221T1853Z_140_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N20-180_N000003061	tara_20111221t1628z_140_event_cast	1.6898	P00DT02H27M	1	8.078013	8.078013	8.078013	8.078013	8.078013	9.035155	9.035155	9.035155	9.035155	9.035155	321.70056	321.70056	321.70056	321.70056	321.70056	320.706913	320.706913	320.706913	320.706913	320.706913	0	0	0	0	0	0.012	0.012	0.01655	0.0211	0.0211	0.0392	0.0392	0.04365	0.0481	0.0481	0.0026	0.0026	0.0037	0.0048	0.0048	0.002	0.002	0.00445	0.0069	0.0069	0.0049	0.0049	0.0054	0.0059	0.0059
TARA_N000003059	SAMEA2730908	ERS493897	TARA_140	TARA_20111221T1726Z_140_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	5	20	TARA_140_SRF_5-20	SEQ-(500mL-or-15min)_N5-20	TARA_20111221T1726Z_140_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N5-20_N000003059	tara_20111221t1628z_140_event_cast	0.69638	P00DT01H00M	1	8.078013	8.078013	8.078013	8.078013	8.078013	9.035155	9.035155	9.035155	9.035155	9.035155	321.70056	321.70056	321.70056	321.70056	321.70056	320.706913	320.706913	320.706913	320.706913	320.706913	0	0	0	0	0	0.012	0.012	0.01655	0.0211	0.0211	0.0392	0.0392	0.04365	0.0481	0.0481	0.0026	0.0026	0.0037	0.0048	0.0048	0.002	0.002	0.00445	0.0069	0.0069	0.0049	0.0049	0.0054	0.0059	0.0059
TARA_N000003057	SAMEA2623439	ERS493890	TARA_140	TARA_20111221T1620Z_140_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	0.8	5	TARA_140_SRF_0.8-5	SEQ-(100L-or-15min)_W0.8-5	TARA_20111221T1620Z_140_EVENT_PUMP_SRF_(5m)_SEQ-(100L-or-15min)_W0.8-5_N000003057	tara_20111221t1628z_140_event_cast	0.11117	P00DT00H05M	1	8.078013	8.078013	8.078013	8.078013	8.078013	9.035155	9.035155	9.035155	9.035155	9.035155	321.70056	321.70056	321.70056	321.70056	321.70056	320.706913	320.706913	320.706913	320.706913	320.706913	0	0	0	0	0	0.012	0.012	0.01655	0.0211	0.0211	0.0392	0.0392	0.04365	0.0481	0.0481	0.0026	0.0026	0.0037	0.0048	0.0048	0.002	0.002	0.00445	0.0069	0.0069	0.0049	0.0049	0.0054	0.0059	0.0059
TARA_N000002197	SAMEA2732557	ERS493500	TARA_134	TARA_20111022T1747Z_134_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	180	2000	TARA_134_SRF_180-2000	SEQ-(500mL-or-15min)_N180-2000	TARA_20111022T1747Z_134_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N180-2000_N000002197	tara_20110929t1933z_131_event_cast	3705.9917	P22DT22H17M	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0.0541	0.0541	0.0643	0.0745	0.0745	0.0278	0.0278	0.0308	0.0338	0.0338	0.0076	0.0076	0.00825	0.0089	0.0089	0.0044	0.0044	0.00475	0.0051	0.0051	0.005	0.005	0.00555	0.0061	0.0061
TARA_N000002189	SAMEA2623186	ERS493493	TARA_134	TARA_20111022T1452Z_134_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	0.8	5	TARA_134_SRF_0.8-5	SEQ-(100L-or-15min)_W0.8-5	TARA_20111022T1452Z_134_EVENT_PUMP_SRF_(5m)_SEQ-(100L-or-15min)_W0.8-5_N000002189	tara_20110929t1933z_131_event_cast	3706.4817	P22DT19H22M	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0.0541	0.0541	0.0643	0.0745	0.0745	0.0278	0.0278	0.0308	0.0338	0.0338	0.0076	0.0076	0.00825	0.0089	0.0089	0.0044	0.0044	0.00475	0.0051	0.0051	0.005	0.005	0.00555	0.0061	0.0061
TARA_N000002428	SAMEA2732974	ERS493419	TARA_133	TARA_20111018T1938Z_133_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	180	2000	TARA_133_SRF_180-2000	SEQ-(500mL-or-15min)_N180-2000	TARA_20111018T1938Z_133_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N180-2000_N000002428	tara_20110929t1933z_131_event_cast	3254.2566	P19DT00H08M	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0.0173	0.0173	0.01845	0.0196	0.0196	0.0079	0.0079	0.00805	0.0082	0.0082	0.0018	0.0018	0.0022	0.0026	0.0026	4.00E-04	4.00E-04	0.00045	5.00E-04	5.00E-04	0.0023	0.0023	0.0025	0.0027	0.0027
TARA_N000002448	SAMEA2732917	ERS493415	TARA_133	TARA_20111018T1829Z_133_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	20	180	TARA_133_SRF_20-180	SEQ-(500mL-or-15min)_N20-180	TARA_20111018T1829Z_133_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N20-180_N000002448	tara_20110929t1933z_131_event_cast	3253.5629	P18DT22H59M	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0.0173	0.0173	0.01845	0.0196	0.0196	0.0079	0.0079	0.00805	0.0082	0.0082	0.0018	0.0018	0.0022	0.0026	0.0026	4.00E-04	4.00E-04	0.00045	5.00E-04	5.00E-04	0.0023	0.0023	0.0025	0.0027	0.0027
TARA_N000002452	SAMEA2732853	ERS493409	TARA_133	TARA_20111018T1747Z_133_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	5	20	TARA_133_SRF_5-20	SEQ-(500mL-or-15min)_N5-20	TARA_20111018T1747Z_133_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N5-20_N000002452	tara_20110929t1933z_131_event_cast	3253.2048	P18DT22H17M	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0.0173	0.0173	0.01845	0.0196	0.0196	0.0079	0.0079	0.00805	0.0082	0.0082	0.0018	0.0018	0.0022	0.0026	0.0026	4.00E-04	4.00E-04	0.00045	5.00E-04	5.00E-04	0.0023	0.0023	0.0025	0.0027	0.0027
TARA_N000002456	SAMEA2623128	ERS493402	TARA_133	TARA_20111018T1535Z_133_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	0.8	5	TARA_133_SRF_0.8-5	SEQ-(100L-or-15min)_W0.8-5	TARA_20111018T1535Z_133_EVENT_PUMP_SRF_(5m)_SEQ-(100L-or-15min)_W0.8-5_N000002456	tara_20110929t1933z_131_event_cast	3252.4442	P18DT20H05M	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0.0173	0.0173	0.01845	0.0196	0.0196	0.0079	0.0079	0.00805	0.0082	0.0082	0.0018	0.0018	0.0022	0.0026	0.0026	4.00E-04	4.00E-04	0.00045	5.00E-04	5.00E-04	0.0023	0.0023	0.0025	0.0027	0.0027
TARA_N000002239	SAMEA2731974	ERS493002	TARA_127	TARA_20110901T0115Z_127_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	5	20	TARA_127_SRF_5-20	SEQ-(500mL-or-15min)_N5-20	TARA_20110901T0115Z_127_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N5-20_N000002239	tara_20110904t0709z_128_event_cast	743.0999	P03DT05H50M	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0.0024	0.0024	0.0024	0.0024	0.0024	0.0015	0.0015	0.0015	0.0015	0.0015	0.0014	0.0014	0.0014	0.0014	0.0014	0	0	0	0	0	4.00E-04	4.00E-04	4.00E-04	4.00E-04	4.00E-04
TARA_N000002243	SAMEA2731923	ERS492998	TARA_127	TARA_20110831T2331Z_127_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	20	180	TARA_127_SRF_20-180	SEQ-(500mL-or-15min)_N20-180	TARA_20110831T2331Z_127_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N20-180_N000002243	tara_20110904t0709z_128_event_cast	746.5817	P03DT07H34M	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0.0024	0.0024	0.0024	0.0024	0.0024	0.0015	0.0015	0.0015	0.0015	0.0015	0.0014	0.0014	0.0014	0.0014	0.0014	0	0	0	0	0	4.00E-04	4.00E-04	4.00E-04	4.00E-04	4.00E-04
TARA_N000002247	SAMEA2731883	ERS492994	TARA_127	TARA_20110831T2027Z_127_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	180	2000	TARA_127_SRF_180-2000	SEQ-(500mL-or-15min)_N180-2000	TARA_20110831T2027Z_127_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N180-2000_N000002247	tara_20110904t0709z_128_event_cast	745.5495	P03DT10H38M	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0.0024	0.0024	0.0024	0.0024	0.0024	0.0015	0.0015	0.0015	0.0015	0.0015	0.0014	0.0014	0.0014	0.0014	0.0014	0	0	0	0	0	4.00E-04	4.00E-04	4.00E-04	4.00E-04	4.00E-04
TARA_N000002235	SAMEA2622875	ERS492985	TARA_127	TARA_20110831T1800Z_127_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	0.8	5	TARA_127_SRF_0.8-5	SEQ-(100L-or-15min)_W0.8-5	TARA_20110831T1800Z_127_EVENT_PUMP_SRF_(5m)_SEQ-(100L-or-15min)_W0.8-5_N000002235	tara_20110904t0709z_128_event_cast	749.6218	P03DT13H05M	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0.0024	0.0024	0.0024	0.0024	0.0024	0.0015	0.0015	0.0015	0.0015	0.0015	0.0014	0.0014	0.0014	0.0014	0.0014	0	0	0	0	0	4.00E-04	4.00E-04	4.00E-04	4.00E-04	4.00E-04
TARA_N000002225	SAMEA2731706	ERS492968	TARA_126	TARA_20110828T2349Z_126_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	5	20	TARA_126_SRF_5-20	SEQ-(500mL-or-15min)_N5-20	TARA_20110828T2349Z_126_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N5-20_N000002225	tara_20110904t0709z_128_event_cast	1354.3991	P06DT07H16M	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0.0059	0.0059	0.00705	0.0082	0.0082	0.004	0.004	0.00415	0.0043	0.0043	0.0011	0.0011	0.0017	0.0023	0.0023	0	0	0	0	0	7.00E-04	7.00E-04	0.0011	0.0015	0.0015
